"","ID Monitoreo","Fecha","Personal","Código","Código control","Tratamiento","Agua inicial","Altura","Crecimiento","Tasa de crecimiento","Tasa de crecimiento acumulada","Herviboría","Estado","Nuevas hojas","Flores","Frutos","Diámetro","Zona","Familia","Genero","Especie","Nombre común","Isla","Sitio específico","Latitud","Longitud","Sustrato","Altitud","Proyecto","Subproyecto","DAP","PlantingDate","cc","age"
"21",NA,2021-01-01,"Investigador",385,345,"Waterboxx®",NA,800,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299467,-90.44736,"Humífero",339.95,"Restauración ecológica","Restauración rural",12.09574739,2013-12-26,19.1301997965847,7.02191780821918
"22",NA,2021-01-01,"Investigador",387,319,"Waterboxx®",NA,808,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299463,-90.447412,"Humífero",340.53,"Restauración ecológica","Restauración rural",11.45912911,2013-12-26,17.7030734997603,7.02191780821918
"23",NA,2021-01-01,"Investigador",388,317,"Waterboxx®",NA,660,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299462,-90.447438,"Humífero",340.95,"Restauración ecológica","Restauración rural",14.32391138,2013-12-26,24.1251418578874,7.02191780821918
"24",NA,2021-01-01,"Investigador",389,241,"Waterboxx®",NA,725,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299452,-90.447467,"Humífero",341.36,"Restauración ecológica","Restauración rural",10.82251082,2013-12-26,16.2759471805186,7.02191780821918
"25",NA,2021-01-01,"Investigador",392,786,"Waterboxx®",NA,730,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299529,-90.447466,"Humífero",343.2,"Restauración ecológica","Restauración rural",15.27883881,2013-12-26,26.2658313255413,7.02191780821918
"26",NA,2021-01-01,"Investigador",393,787,"Waterboxx®",NA,715,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.29954,-90.447424,"Humífero",343.06,"Restauración ecológica","Restauración rural",6.366182837,2013-12-12,6.28606305118801,7.06027397260274
"27",NA,2021-01-01,"Investigador",394,788,"Waterboxx®",NA,690,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299543,-90.447398,"Humífero",344.05,"Restauración ecológica","Restauración rural",13.6872931,2013-12-26,22.698015561063,7.02191780821918
"28",NA,2021-01-01,"Investigador",395,789,"Waterboxx®",NA,805,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299538,-90.447354,"Humífero",343.6,"Restauración ecológica","Restauración rural",10.18589254,2013-12-26,14.8488208836942,7.02191780821918
"29",NA,2021-01-01,"Investigador",399,251,"Waterboxx®",NA,850,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299538,-90.447248,"Humífero",344.46,"Restauración ecológica","Restauración rural",15.27883881,2013-12-26,26.2658313255413,7.02191780821918
"30",NA,2021-01-01,"Investigador",401,259,"Waterboxx®",NA,805,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299587,-90.447322,"Humífero",344.63,"Restauración ecológica","Restauración rural",9.549274255,2013-12-12,13.4216945756612,7.06027397260274
"31",NA,2021-01-01,"Investigador",403,264,"Waterboxx®",NA,850,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299591,-90.447376,"Humífero",344.32,"Restauración ecológica","Restauración rural",8.59434683,2013-12-26,11.2810051192159,7.02191780821918
"32",NA,2021-01-01,"Investigador",404,274,"Waterboxx®",NA,850,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299585,-90.447403,"Humífero",344.96,"Restauración ecológica","Restauración rural",9.230965113,2013-12-12,12.7081314227655,7.06027397260274
"33",NA,2021-01-01,"Investigador",408,336,"Waterboxx®",NA,795,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299614,-90.447386,"Humífero",346.22,"Restauración ecológica","Restauración rural",12.73236567,2013-12-26,20.5573260934091,7.02191780821918
"34",NA,2021-01-01,"Investigador",415,316,"Waterboxx®",NA,620,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297949,-90.447112,"Humífero",339.2,"Restauración ecológica","Restauración rural",10.50420168,2013-10-02,15.5623840321064,7.25479452054795
"35",NA,2021-01-01,"Investigador",416,315,"Waterboxx®",NA,655,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297942,-90.44714,"Humífero",338.97,"Restauración ecológica","Restauración rural",19.09854851,2013-10-02,34.8285891513223,7.25479452054795
"36",NA,2021-01-01,"Investigador",418,346,"Waterboxx®",NA,555,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297927,-90.447193,"Humífero",339.57,"Restauración ecológica","Restauración rural",11.14081996,2013-10-02,16.9895103289308,7.25479452054795
"37",NA,2021-01-01,"Investigador",419,345,"Waterboxx®",NA,655,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297928,-90.447222,"Humífero",339.27,"Restauración ecológica","Restauración rural",12.09574739,2013-10-02,19.1301997965847,7.25479452054795
"38",NA,2021-01-01,"Investigador",420,344,"Waterboxx®",NA,680,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297918,-90.447244,"Humífero",339.27,"Restauración ecológica","Restauración rural",9.867583397,2013-10-02,14.1352577285568,7.25479452054795
"39",NA,2021-01-01,"Investigador",423,319,"Waterboxx®",NA,700,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297892,-90.447058,"Humífero",352.4,"Restauración ecológica","Restauración rural",16.55207538,2013-11-13,29.1200839416074,7.13972602739726
"40",NA,2021-01-01,"Investigador",473,787,"Waterboxx®",NA,590,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297951,-90.446911,"Humífero",358.18,"Restauración ecológica","Restauración rural",10.82251082,2013-06-12,16.2759471805186,7.56164383561644
"41",NA,2021-01-01,"Investigador",477,242,"Waterboxx®",NA,900,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297947,-90.447015,"Humífero",356.81,"Restauración ecológica","Restauración rural",14.32391138,2013-06-12,24.1251418578874,7.56164383561644
"42",NA,2021-01-01,"Investigador",479,251,"Waterboxx®",NA,810,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297945,-90.447039,"Humífero",356.85,"Restauración ecológica","Restauración rural",10.82251082,2013-11-13,16.2759471805186,7.13972602739726
"43",NA,2021-01-01,"Investigador",480,259,"Waterboxx®",NA,810,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297937,-90.447063,"Humífero",355.94,"Restauración ecológica","Restauración rural",12.09574739,2013-06-12,19.1301997965847,7.56164383561644
"44",NA,2021-01-01,"Investigador",482,264,"Waterboxx®",NA,855,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297931,-90.447119,"Humífero",355.35,"Restauración ecológica","Restauración rural",12.73236567,2013-06-12,20.5573260934091,7.56164383561644
"45",NA,2021-01-01,"Investigador",484,275,"Waterboxx®",NA,755,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297922,-90.447175,"Humífero",354.23,"Restauración ecológica","Restauración rural",14.64222052,2013-06-12,24.8387050062996,7.56164383561644
"46",NA,2021-01-01,"Investigador",485,276,"Waterboxx®",NA,745,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.29792,-90.447201,"Humífero",354.07,"Restauración ecológica","Restauración rural",13.36898396,2013-06-12,21.9844524126508,7.56164383561644
"47",NA,2021-01-01,"Investigador",489,332,"Waterboxx®",NA,625,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297948,-90.447199,"Humífero",353.82,"Restauración ecológica","Restauración rural",10.18589254,2013-11-13,14.8488208836942,7.13972602739726
"48",NA,2021-01-01,"Investigador",522,315,"Waterboxx®",NA,530,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.298,-90.447211,"Humífero",355.39,"Restauración ecológica","Restauración rural",14.32391138,2013-06-12,24.1251418578874,7.56164383561644
"49",NA,2021-01-01,"Investigador",525,345,"Waterboxx®",NA,645,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.298019,-90.447143,"Humífero",355.76,"Restauración ecológica","Restauración rural",13.36898396,2013-06-12,21.9844524126508,7.56164383561644
"50",NA,2021-01-01,"Investigador",528,317,"Waterboxx®",NA,785,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.298027,-90.447094,"Humífero",355.56,"Restauración ecológica","Restauración rural",11.45912911,2013-11-13,17.7030734997603,7.13972602739726
"51",NA,2021-01-01,"Investigador",9639,9654,"Waterboxx®_Hidrogel",NA,610,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702461,-90.354467,"Humífero-rocoso",176.88,"Restauración ecológica","Restauración rural",12.73236567,2018-09-07,20.5573260934091,2.32054794520548
"52",NA,2021-01-01,"Investigador",9646,9797,"Hidrogel",NA,605,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702564,-90.35446,"Humífero-rocoso",172.77,"Restauración ecológica","Restauración rural",9.549274255,2018-09-07,13.4216945756612,2.32054794520548
"53",NA,2021-01-01,"Investigador",9654,0,"Control",NA,581,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702683,-90.354555,"Humífero-rocoso",171.15,"Restauración ecológica","Restauración rural",11.45912911,2018-09-07,17.7030734997603,2.32054794520548
"54",NA,2021-01-01,"Investigador",9655,9812,"Waterboxx®_Hidrogel",NA,562,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702703,-90.354595,"Humífero-rocoso",170.72,"Restauración ecológica","Restauración rural",9.549274255,2018-09-07,13.4216945756612,2.32054794520548
"55",NA,2021-01-01,"Investigador",9657,9733,"Waterboxx®_Hidrogel",NA,460,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702782,-90.354506,"Humífero-rocoso",165.71,"Restauración ecológica","Restauración rural",7.957728546,2018-09-07,9.85387881342458,2.32054794520548
"56",NA,2021-01-01,"Investigador",9664,9654,"Waterboxx®_Hidrogel",NA,653,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702967,-90.354537,"Humífero-rocoso",169.91,"Restauración ecológica","Restauración rural",9.549274255,2018-09-07,13.4216945756612,2.32054794520548
"57",NA,2021-01-01,"Investigador",9677,9680,"Waterboxx®_Hidrogel",NA,760,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702857,-90.354405,"Humífero-rocoso",172.4,"Restauración ecológica","Restauración rural",13.6872931,2018-09-07,22.698015561063,2.32054794520548
"58",NA,2021-01-01,"Investigador",9680,0,"Control",NA,606,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702956,-90.354371,"Humífero-rocoso",172.99,"Restauración ecológica","Restauración rural",9.549274255,2018-09-07,13.4216945756612,2.32054794520548
"59",NA,2021-01-01,"Investigador",9685,9696,"Waterboxx®_Hidrogel",NA,478,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702683,-90.354402,"Humífero-rocoso",175.72,"Restauración ecológica","Restauración rural",7.639419404,2018-09-07,9.14031566052892,2.32054794520548
"60",NA,2021-01-01,"Investigador",9694,9696,"Waterboxx®_Hidrogel",NA,525,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702638,-90.354223,"Humífero-rocoso",178.41,"Restauración ecológica","Restauración rural",9.549274255,2018-09-07,13.4216945756612,2.32054794520548
"61",NA,2021-01-01,"Investigador",9696,0,"Control",NA,545,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.70258,-90.354189,"Humífero-rocoso",178.34,"Restauración ecológica","Restauración rural",9.549274255,2018-09-07,13.4216945756612,2.32054794520548
"62",NA,2021-01-01,"Investigador",9700,0,"Control",NA,500,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702503,-90.354344,"Humífero-rocoso",176.95,"Restauración ecológica","Restauración rural",9.867583397,2018-09-07,14.1352577285568,2.32054794520548
"63",NA,2021-01-01,"Investigador",9706,9654,"Waterboxx®_Hidrogel",NA,534,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702548,-90.354211,"Humífero-rocoso",178.37,"Restauración ecológica","Restauración rural",9.549274255,2018-09-07,13.4216945756612,2.32054794520548
"64",NA,2021-01-01,"Investigador",9707,9797,"Waterboxx®_Hidrogel",NA,488,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702603,-90.354215,"Humífero-rocoso",180.21,"Restauración ecológica","Restauración rural",9.549274255,2018-09-07,13.4216945756612,2.32054794520548
"65",NA,2021-01-01,"Investigador",9714,9732,"Waterboxx®_Hidrogel",NA,487,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702806,-90.354166,"Humífero-rocoso",176.6,"Restauración ecológica","Restauración rural",6.366182837,2018-09-10,6.28606305118801,2.31232876712329
"66",NA,2021-01-01,"Investigador",9728,0,"Control",NA,550,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.70294,-90.354166,"Humífero-rocoso",171.82,"Restauración ecológica","Restauración rural",7.957728546,2018-09-10,9.85387881342458,2.31232876712329
"67",NA,2021-01-01,"Investigador",9731,9732,"Waterboxx®_Hidrogel",NA,745,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703032,-90.354084,"Humífero-rocoso",169.53,"Restauración ecológica","Restauración rural",7.957728546,2018-09-10,9.85387881342458,2.31232876712329
