"","ID Monitoreo","Fecha","Personal","Código","Código control","Tratamiento","Agua inicial","Altura","Crecimiento","Tasa de crecimiento","Tasa de crecimiento acumulada","Herviboría","Estado","Nuevas hojas","Flores","Frutos","Diámetro","Zona","Familia","Genero","Especie","Nombre común","Isla","Sitio específico","Latitud","Longitud","Sustrato","Altitud","Proyecto","Subproyecto","DAP","PlantingDate","cc","age"
"140",NA,2022-04-29,"Pavel Enriqez",9775,9819,"Waterboxx®_Hidrogel",NA,1024.28,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703244,-90.353844,"Humífero-rocoso",177.53,"Restauración ecológica","Restauración rural",9.994932506,2018-09-10,14.4207400466754,3.63561643835616
"141",NA,2022-04-29,"Pavel Enriqez",9783,0,"Control",NA,674.41,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703396,-90.353821,"Humífero-rocoso",174.82,"Restauración ecológica","Restauración rural",7.671269853,2018-09-10,9.21171576756569,3.63561643835616
"142",NA,2022-04-29,"Pavel Enriqez",9786,0,"Control",NA,1603.4,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703457,-90.353805,"Humífero-rocoso",175.11,"Restauración ecológica","Restauración rural",6.366199048,2018-09-10,6.28609939187304,3.63561643835616
"143",NA,2022-04-29,"Pavel Enriqez",9790,9792,"Hidrogel",NA,784.8,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703445,-90.353953,"Humífero-rocoso",172.38,"Restauración ecológica","Restauración rural",7.512114877,2018-09-10,8.85493328321721,3.63561643835616
"144",NA,2022-04-29,"Pavel Enriqez",9795,9792,"Waterboxx®_Hidrogel",NA,1355.28,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703415,-90.354082,"Humífero-rocoso",173.08,"Restauración ecológica","Restauración rural",10.85436938,2018-09-10,16.3473654702274,3.63561643835616
"145",NA,2022-04-29,"Pavel Enriqez",9797,0,"Control",NA,822.6,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703387,-90.35414,"Humífero-rocoso",172.74,"Restauración ecológica","Restauración rural",17.18873743,2018-09-10,30.5473083589539,3.63561643835616
"146",NA,2022-04-29,"Pavel Enriqez",9803,9783,"Hidrogel",NA,350.1,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703427,-90.354245,"Humífero-rocoso",173.93,"Restauración ecológica","Restauración rural",8.912678667,2018-09-10,11.9946191481739,3.63561643835616
"147",NA,2022-04-29,"Pavel Enriqez",9806,0,"Control",NA,540,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703244,-90.354342,"Humífero-rocoso",172.7,"Restauración ecológica","Restauración rural",8.435213739,2018-09-10,10.9242716951285,3.63561643835616
"148",NA,2022-04-29,"Pavel Enriqez",9807,9736,"Waterboxx®_Hidrogel",NA,690.49,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703218,-90.354331,"Humífero-rocoso",173.29,"Restauración ecológica","Restauración rural",9.23098862,2018-09-10,12.7081841191126,3.63561643835616
"149",NA,2022-04-29,"Pavel Enriqez",9808,9789,"Hidrogel",NA,1318.09,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703189,-90.354306,"Humífero-rocoso",173.36,"Restauración ecológica","Restauración rural",12.09577819,2018-09-10,19.1302688418687,3.63561643835616
"150",NA,2022-04-29,"Pavel Enriqez",9809,9785,"Hidrogel",NA,622.01,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703187,-90.354257,"Humífero-rocoso",172.16,"Restauración ecológica","Restauración rural",12.09577819,2018-09-10,19.1302688418687,3.63561643835616
"151",NA,2022-04-29,"Pavel Enriqez",9812,0,"Control",NA,718.56,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703227,-90.354422,"Humífero-rocoso",175.27,"Restauración ecológica","Restauración rural",15.59718767,2018-09-10,26.9794835154691,3.63561643835616
"152",NA,2022-04-29,"Pavel Enriqez",9813,9812,"Cocoon_Hidrogel",NA,1076.59,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703147,-90.354409,"Humífero-rocoso",175.72,"Restauración ecológica","Restauración rural",13.68732795,2018-09-10,22.6980936853535,3.63561643835616
"153",NA,2022-04-29,"Pavel Enriqez",14297,14299,"Waterboxx®",NA,344,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702971,-90.356027,"Humífero-rocoso",177.1,"Restauración ecológica","Restauración rural",4.138029381,2021-09-23,1.29114460426913,0.597260273972603
"154",NA,2022-04-29,"Pavel Enriqez",14299,0,"Control",NA,342,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703212,-90.355892,"Humífero-rocoso",169.85,"Restauración ecológica","Restauración rural",4.138029381,2021-09-23,1.29114460426913,0.597260273972603
"155",NA,2022-04-29,"Pavel Enriqez",14300,14304,"Waterboxx®",NA,290,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703289,-90.355922,"Humífero-rocoso",168.38,"Restauración ecológica","Restauración rural",4.297184357,2021-09-23,1.64792708861761,0.597260273972603
"156",NA,2022-04-29,"Pavel Enriqez",14301,14313,"Hidrogel",NA,393,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703361,-90.355934,"Humífero-rocoso",164.14,"Restauración ecológica","Restauración rural",4.456339334,2021-09-23,2.00470957520782,0.597260273972603
"157",NA,2022-04-29,"Pavel Enriqez",14302,14318,"Waterboxx®",NA,356,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703591,-90.356094,"Humífero-rocoso",168.88,"Restauración ecológica","Restauración rural",3.660564453,2021-09-23,0.22079715122369,0.597260273972603
"158",NA,2022-04-29,"Pavel Enriqez",14304,0,"Control",NA,336,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703528,-90.35582,"Humífero-rocoso",165.45,"Restauración ecológica","Restauración rural",5.092959239,2021-09-23,3.43183951484347,0.597260273972603
"159",NA,2022-04-29,"Pavel Enriqez",14305,14323,"Cocoon_Hidrogel",NA,292,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703474,-90.355761,"Humífero-rocoso",169.56,"Restauración ecológica","Restauración rural",4.456339334,2021-09-23,2.00470957520782,0.597260273972603
"160",NA,2022-04-29,"Pavel Enriqez",14307,14328,"Waterboxx®",NA,328,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703474,-90.355764,"Humífero-rocoso",169.54,"Restauración ecológica","Restauración rural",4.863776073,2021-09-23,2.91807273612629,0.597260273972603
"161",NA,2022-04-29,"Pavel Enriqez",14308,14331,"Waterboxx®",NA,357,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703338,-90.355665,"Humífero-rocoso",174.85,"Restauración ecológica","Restauración rural",4.774649286,2021-09-23,2.71827454390478,0.597260273972603
"162",NA,2022-04-29,"Pavel Enriqez",14310,14334,"Hidrogel",NA,325,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703244,-90.355645,"Humífero-rocoso",172.98,"Restauración ecológica","Restauración rural",4.329015353,2021-09-23,1.71928358728069,0.597260273972603
"163",NA,2022-04-29,"Pavel Enriqez",14311,14351,"Hidrogel",NA,544,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703178,-90.355656,"Humífero-rocoso",173.57,"Restauración ecológica","Restauración rural",4.138029381,2021-09-23,1.29114460426913,0.597260273972603
"164",NA,2022-04-29,"Pavel Enriqez",14313,0,"Control",NA,234,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703106,-90.355681,"Humífero-rocoso",177.65,"Restauración ecológica","Restauración rural",3.183099524,2021-09-23,-0.849550304063479,0.597260273972603
"165",NA,2022-04-29,"Pavel Enriqez",14314,14354,"Waterboxx®",NA,375,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.70313,-90.355803,"Humífero-rocoso",176.63,"Restauración ecológica","Restauración rural",13.369018,2021-09-23,21.98452872114,0.597260273972603
"166",NA,2022-04-29,"Pavel Enriqez",14315,14355,"Cocoon",NA,290,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703113,-90.355536,"Humífero-rocoso",174.61,"Restauración ecológica","Restauración rural",3.819719429,2021-09-23,0.57757963557217,0.597260273972603
"167",NA,2022-04-29,"Pavel Enriqez",14317,14299,"Cocoon",NA,230,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703309,-90.355587,"Humífero-rocoso",173.86,"Restauración ecológica","Restauración rural",4.456339334,2021-09-23,2.00470957520782,0.597260273972603
"168",NA,2022-04-29,"Pavel Enriqez",14318,0,"Control",NA,282,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703609,-90.355619,"Humífero-rocoso",172.32,"Restauración ecológica","Restauración rural",3.660564453,2021-09-23,0.22079715122369,0.597260273972603
"169",NA,2022-04-29,"Pavel Enriqez",14319,14303,"Waterboxx®",NA,346,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703594,-90.355383,"Humífero-rocoso",171.86,"Restauración ecológica","Restauración rural",4.138029381,2021-09-23,1.29114460426913,0.597260273972603
"170",NA,2022-04-29,"Pavel Enriqez",14320,14304,"Hidrogel",NA,412,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703522,-90.355238,"Humífero-rocoso",175.72,"Restauración ecológica","Restauración rural",4.297184357,2021-09-23,1.64792708861761,0.597260273972603
"171",NA,2022-04-29,"Pavel Enriqez",14322,14313,"Cocoon",NA,202,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703431,-90.355233,"Humífero-rocoso",170.87,"Restauración ecológica","Restauración rural",3.183099524,2021-09-23,-0.849550304063479,0.597260273972603
"172",NA,2022-04-29,"Pavel Enriqez",14323,0,"Control",NA,374,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703449,-90.355249,"Humífero-rocoso",171.04,"Restauración ecológica","Restauración rural",4.774649286,2021-09-23,2.71827454390478,0.597260273972603
"173",NA,2022-04-29,"Pavel Enriqez",14324,14318,"Cocoon",NA,316,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703365,-90.355291,"Humífero-rocoso",170.74,"Restauración ecológica","Restauración rural",4.61549431,2021-09-23,2.3614920595563,0.597260273972603
"174",NA,2022-04-29,"Pavel Enriqez",14325,14323,"Cocoon",NA,335,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703219,-90.355385,"Humífero-rocoso",171.47,"Restauración ecológica","Restauración rural",5.092959239,2021-09-23,3.43183951484347,0.597260273972603
"175",NA,2022-04-29,"Pavel Enriqez",14326,14323,"Waterboxx®",NA,275,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703214,-90.355452,"Humífero-rocoso",174.87,"Restauración ecológica","Restauración rural",4.61549431,2021-09-23,2.3614920595563,0.597260273972603
"176",NA,2022-04-29,"Pavel Enriqez",14327,0,"Control",NA,259,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703218,-90.355463,"Humífero-rocoso",174.98,"Restauración ecológica","Restauración rural",4.297184357,2021-09-23,1.64792708861761,0.597260273972603
"177",NA,2022-04-29,"Pavel Enriqez",14328,0,"Control",NA,338,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703158,-90.355377,"Humífero-rocoso",174.45,"Restauración ecológica","Restauración rural",4.456339334,2021-09-23,2.00470957520782,0.597260273972603
"178",NA,2022-04-29,"Pavel Enriqez",14329,14327,"Cocoon",NA,224,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703156,-90.355374,"Humífero-rocoso",174.47,"Restauración ecológica","Restauración rural",5.252114215,2021-09-23,3.78862199919195,0.597260273972603
"179",NA,2022-04-29,"Pavel Enriqez",14330,14331,"Cocoon",NA,125,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.70312,-90.355444,"Humífero-rocoso",177.04,"Restauración ecológica","Restauración rural",1.909859714,2021-09-23,-3.70381018333478,0.597260273972603
"180",NA,2022-04-29,"Pavel Enriqez",14331,0,"Control",NA,353,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703119,-90.355446,"Humífero-rocoso",176.83,"Restauración ecológica","Restauración rural",5.252114215,2021-09-23,3.78862199919195,0.597260273972603
"181",NA,2022-04-29,"Pavel Enriqez",14332,14327,"Cocoon",NA,344,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.7032,-90.355219,"Humífero-rocoso",174.96,"Restauración ecológica","Restauración rural",4.138029381,2021-09-23,1.29114460426913,0.597260273972603
"182",NA,2022-04-29,"Pavel Enriqez",14334,0,"Control",NA,365,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703421,-90.355128,"Humífero-rocoso",174.97,"Restauración ecológica","Restauración rural",5.729579143,2021-09-23,4.85896945223739,0.597260273972603
"183",NA,2022-04-29,"Pavel Enriqez",14335,14331,"Waterboxx®",NA,374,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703528,-90.355137,"Humífero-rocoso",175.76,"Restauración ecológica","Restauración rural",5.252114215,2021-09-23,3.78862199919195,0.597260273972603
"184",NA,2022-04-29,"Pavel Enriqez",14336,14328,"Cocoon",NA,304,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703555,-90.355095,"Humífero-rocoso",176.71,"Restauración ecológica","Restauración rural",4.297184357,2021-09-23,1.64792708861761,0.597260273972603
"185",NA,2022-04-29,"Pavel Enriqez",14337,14334,"Hidrogel",NA,408,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703563,-90.355122,"Humífero-rocoso",177.33,"Restauración ecológica","Restauración rural",6.207044072,2021-09-23,5.92931690752456,0.597260273972603
"186",NA,2022-04-29,"Pavel Enriqez",14338,14331,"Cocoon",NA,362,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703497,-90.354994,"Humífero-rocoso",176.29,"Restauración ecológica","Restauración rural",4.774649286,2021-09-23,2.71827454390478,0.597260273972603
"187",NA,2022-04-29,"Pavel Enriqez",14340,14351,"Waterboxx®",NA,426,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703393,-90.354985,"Humífero-rocoso",179.57,"Restauración ecológica","Restauración rural",4.392677343,2021-09-23,1.86199658012339,0.597260273972603
"188",NA,2022-04-29,"Pavel Enriqez",14341,14352,"Cocoon",NA,340,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.70333,-90.355024,"Humífero-rocoso",178.72,"Restauración ecológica","Restauración rural",5.88873412,2021-09-23,5.2157519388276,0.597260273972603
"189",NA,2022-04-29,"Pavel Enriqez",14342,14353,"Cocoon",NA,376,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703217,-90.355015,"Humífero-rocoso",181.44,"Restauración ecológica","Restauración rural",5.761410139,2021-09-23,4.93032595090047,0.597260273972603
"190",NA,2022-04-29,"Pavel Enriqez",14343,14354,"Cocoon",NA,301,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703135,-90.355043,"Humífero-rocoso",183.03,"Restauración ecológica","Restauración rural",4.201691372,2021-09-23,1.43385759935356,0.597260273972603
"191",NA,2022-04-29,"Pavel Enriqez",14345,14355,"Cocoon",NA,292,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703047,-90.355009,"Humífero-rocoso",185.66,"Restauración ecológica","Restauración rural",4.138029381,2021-09-23,1.29114460426913,0.597260273972603
"192",NA,2022-04-29,"Pavel Enriqez",14346,14358,"Hidrogel",NA,283,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703015,-90.355132,"Humífero-rocoso",179.24,"Restauración ecológica","Restauración rural",3.023944548,2021-09-23,-1.20633278841196,0.597260273972603
"193",NA,2022-04-29,"Pavel Enriqez",14347,0,"Control",NA,308,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702963,-90.354939,"Humífero-rocoso",179.88,"Restauración ecológica","Restauración rural",3.501409476,2021-09-23,-0.135985335366519,0.597260273972603
"194",NA,2022-04-29,"Pavel Enriqez",14348,14299,"Waterboxx®",NA,383,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703062,-90.354863,"Humífero-rocoso",179.72,"Restauración ecológica","Restauración rural",4.297184357,2021-09-23,1.64792708861761,0.597260273972603
"195",NA,2022-04-29,"Pavel Enriqez",14349,14303,"Cocoon",NA,368,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703218,-90.354902,"Humífero-rocoso",179.06,"Restauración ecológica","Restauración rural",5.092959239,2021-09-23,3.43183951484347,0.597260273972603
"196",NA,2022-04-29,"Pavel Enriqez",14350,14304,"Waterboxx®",NA,415,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703548,-90.354696,"Humífero-rocoso",176.82,"Restauración ecológica","Restauración rural",5.092959239,2021-09-23,3.43183951484347,0.597260273972603
"197",NA,2022-04-29,"Pavel Enriqez",14351,0,"Control",NA,466,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703491,-90.354717,"Humífero-rocoso",180.58,"Restauración ecológica","Restauración rural",4.774649286,2021-09-23,2.71827454390478,0.597260273972603
"198",NA,2022-04-29,"Pavel Enriqez",14352,0,"Control",NA,306,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703419,-90.354586,"Humífero-rocoso",182.83,"Restauración ecológica","Restauración rural",4.297184357,2021-09-23,1.64792708861761,0.597260273972603
"199",NA,2022-04-29,"Pavel Enriqez",14353,0,"Control",NA,486,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703548,-90.354446,"Humífero-rocoso",181.87,"Restauración ecológica","Restauración rural",5.570424167,2021-09-23,4.50218696788891,0.597260273972603
"200",NA,2022-04-29,"Pavel Enriqez",14354,0,"Control",NA,386,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703539,-90.354445,"Humífero-rocoso",182.02,"Restauración ecológica","Restauración rural",5.092959239,2021-09-23,3.43183951484347,0.597260273972603
"201",NA,2022-04-29,"Pavel Enriqez",14356,14318,"Waterboxx®",NA,370,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703443,-90.354449,"Humífero-rocoso",181.46,"Restauración ecológica","Restauración rural",3.819719429,2021-09-23,0.57757963557217,0.597260273972603
"202",NA,2022-04-29,"Pavel Enriqez",14357,14323,"Waterboxx®",NA,425,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703349,-90.354636,"Humífero-rocoso",177.24,"Restauración ecológica","Restauración rural",6.525354024,2021-09-23,6.64288187622152,0.597260273972603
"203",NA,2022-04-29,"Pavel Enriqez",14359,14327,"Waterboxx®",NA,343,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703207,-90.354764,"Humífero-rocoso",173.73,"Restauración ecológica","Restauración rural",4.297184357,2021-09-23,1.64792708861761,0.597260273972603
"204",NA,2022-04-29,"Pavel Enriqez",14360,14327,"Waterboxx®",NA,383,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703097,-90.354678,"Humífero-rocoso",175.36,"Restauración ecológica","Restauración rural",4.61549431,2021-09-23,2.3614920595563,0.597260273972603
"205",NA,2022-04-29,"Pavel Enriqez",14362,14331,"Waterboxx®",NA,268,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703006,-90.354733,"Humífero-rocoso",175.36,"Restauración ecológica","Restauración rural",3.183099524,2021-09-23,-0.849550304063479,0.597260273972603
