"","Altura","age","Est.DAP"
"152",12,0.0383561643835616,1.38976524385205
"153",17,0.0767123287671233,1.21743252545753
"154",22,0.115068493150685,1.04619304481644
"155",30,0.156164383561644,0.824616827219178
"156",39,0.194520547945205,0.596859044487671
"157",48,0.268493150684932,0.284824842350685
"158",50,0.30958904109589,0.156432295328767
"159",55,0.383561643835616,0.0934143860821918
"160",59,0.424657534246575,0.24855507339726
"161",60,0.46027397260274,0.347693147178082
"162",64,0.498630136986301,0.494864349791781
"163",70,0.53972602739726,0.675207026863014
"164",100,0.575342465753425,1.16969352676712
"165",110,0.613698630136986,1.39261906663014
"166",24,0,1.302710808
"167",24.5,0.0383561643835616,1.19960209104384
"168",27,0.0767123287671233,1.06639524096438
"169",29.5,0.115068493150685,0.933735009761644
"170",30.5,0.153424657534247,0.823949018783562
"171",36,0.191780821917808,0.64789076830137
"172",40.6,0.23013698630137,0.486234869361096
"173",46.5,0.268493150684932,0.306660506709589
"174",48.5,0.306849315068493,0.184722529216438
"175",52,0.345205479452055,0.0417141537917807
"176",71,0.383561643835616,0.321080598027397
"177",88,0.421917808219178,0.651481417441096
"178",103,0.46027397260274,0.95014424710137
"179",25,0,1.287388432
"180",26,0.0383561643835616,1.17678251270685
"181",26.5,0.0767123287671233,1.07394710518904
"182",27,0.115068493150685,0.971221021446575
"183",27.5,0.156164383561644,0.861810007363014
"184",27.5,0.194520547945205,0.766690449732876
"185",27.5,0.23013698630137,0.678365146219178
"186",27.5,0.268493150684932,0.583245588589041
"187",8,0.0383561643835616,1.45061745275068
"188",10,0.0767123287671233,1.32315862460274
"189",15,0.115068493150685,1.15115387753425
"190",40,0.194520547945205,0.582091096205479
"191",56,0.23013698630137,0.26037179580274
"192",75,0.268493150684932,0.108217116109589
"193",7,0,1.5631912
"194",10,0.0383561643835616,1.42019134830137
"195",11,0.0767123287671233,1.30805489615342
"196",14,0.115068493150685,1.16614828220822
"197",14,0.153424657534247,1.06955285361096
"198",14.5,0.191780821917808,0.965569546452055
"199",14.5,0.23013698630137,0.869028779742466
"200",14.5,0.268493150684932,0.772488013032877
"201",14.5,0.306849315068493,0.675947246323288
"202",14.5,0.345205479452055,0.579406479613699
"203",14.5,0.383561643835616,0.48286571290411
"204",15,0.421917808219178,0.379265038958904
"205",15,0.46027397260274,0.282778934136986
"206",18,0.498630136986301,0.144589328553425
"207",22,0.53972602739726,0.0135733802657534
"208",31,0.578082191780822,0.232366613419178
"209",46,0.613698630136986,0.523934548580822
"210",58,0.652054794520548,0.77859807819726
"211",410,3.53150684931507,9.51942934806849
"212",440,3.93698630136986,10.2059526032192
"213",440,4.16438356164384,10.502520497863
"214",450,5.37534246575343,12.0818481622192
"215",470,5.94520547945205,12.7763558793699
"216",470,6.36712328767123,13.2905375368219
"217",480,7.32328767123288,14.4002868084247
"218",490,7.80821917808219,14.9081119703288
"219",510,8.07123287671233,15.0599984234795
"220",515,8.48219178082192,15.4697026864658
"221",515,8.83561643835616,15.8550829730685
"222",4,0,1.609158328
"223",5.5,0.0383561643835616,1.48865008331233
"224",5.5,0.0767123287671233,1.39112540262466
"225",6,0.115068493150685,1.2861035196
"226",6,0.153424657534247,1.1886335008
"227",6,0.191780821917808,1.091163482
"228",7,0.23013698630137,0.979027029852055
"229",7,0.268493150684932,0.881666334827397
"230",9,0.306849315068493,0.755410068208219
"231",10,0.345205479452055,0.643929558712329
"232",16,0.383561643835616,0.461522005534247
"233",20,0.421917808219178,0.30866596660274
"234",26,0.463013698630137,0.121857569104109
"235",39,0.501369863013699,0.154039629221918
"236",64,0.575342465753425,0.677122829452055
"237",70,3.45479452054795,7.55117761239726
"238",85,3.86027397260274,8.57240539457534
"239",200,4.08767123287671,9.52129307687671
"240",300,4.81643835616438,11.1296993335068
"241",400,5.2986301369863,11.9729837710959
"242",475,5.86849315068493,12.6758474971507
"243",475,6.29041095890411,13.1840163469589
"244",18.5,0,1.386983876
"245",18.5,0.0383561643835616,1.29088040439178
"246",31,0.0383561643835616,1.10071725158356
"247",44,0.073972602739726,0.816297265564383
"248",57,0.112328767123288,0.527952774531507
"249",400,2.99178082191781,8.70142577057534
"250",450,3.3972602739726,9.55844462224657
"251",530,4.35342465753425,11.0113363670822
"252",560,4.83561643835616,11.5627043290274
"253",560,5.40547945205479,12.1110019454658
"254",9,0,1.532546448
"255",12,0.115068493150685,1.19613709155616
"256",12,0.153424657534247,1.09932301540822
"257",14,0.191780821917808,0.972957425013699
"258",14,0.23013698630137,0.876361996416438
"259",14,0.268493150684932,0.779766567819178
"260",14,0.306849315068493,0.683171139221918
"261",15,0.345205479452055,0.57223724860274
"262",20,0.383561643835616,0.404605452547945
"263",23,0.421917808219178,0.266306523189041
"264",30,0.46027397260274,0.07262157369863
"265",37,0.498630136986301,0.119532842936986
"266",47,0.53972602739726,0.358174237868493
"267",55,0.578082191780822,0.560559666109589
"268",59,0.613698630136986,0.700386091309589
"269",66,0.652054794520548,0.886309052750685
"270",400,3.53150684931507,9.46686154979452
"271",426,3.93698630136986,10.1485376043863
"272",426,4.16438356164384,10.4541793723836
"273",430,4.89315068493151,11.4392091455616
"274",430,5.37534246575343,12.0818195668219
"275",39,0,1.072875168
"276",40,0.0383561643835616,0.963799781561644
"277",41,0.0767123287671233,0.854943042673973
"278",44,0.115068493150685,0.716316141989041
"279",51,0.153424657534247,0.518804860361644
"280",52,0.191780821917808,0.411478654328767
"281",53.3,0.23013698630137,0.299971165842192
"282",53.3,0.268493150684932,0.20767216161589
"283",55,0.306849315068493,0.0908119215342464
"284",58,0.345205479452055,0.0443166183397261
"285",69,0.383561643835616,0.292622321534247
"286",76,0.421917808219178,0.482043643786301
"287",87,0.46027397260274,0.725976395967123
"288",106,0.498630136986301,1.07871336045479
"289",113,0.53972602739726,1.26792050193973
"290",150,0.578082191780822,1.85965716634247
"291",163,0.613698630136986,2.11199843313973
"292",180,0.652054794520548,2.42119044013699
"293",580,3.53150684931507,10.413081918726
"294",580,3.93698630136986,10.7801025915479
"295",580,4.16438356164384,10.9859317526575
"296",14,0,1.455934568
"297",16.5,0.0383561643835616,1.3213065088411
"298",25,0.115068493150685,1.00120983079452
"299",31,0.153424657534247,0.816506478334247
"300",35,0.191780821917808,0.662666525424658
"301",35.5,0.268493150684932,0.466788712008219
"302",44,0.345205479452055,0.156421849967123
"303",54,0.383561643835616,0.0791852478356163
"304",62,0.421917808219178,0.284366241189041
"305",83,0.46027397260274,0.669934433183562
"306",112,0.498630136986301,1.16212036197808
"307",127,0.53972602739726,1.46089698219726
"308",143,0.578082191780822,1.7639341926411
"309",149,0.613698630136986,1.92197369481644
"310",650,3.53150684931507,10.7810565066438
"311",715,3.93698630136986,11.3337472231507
"312",715,4.16438356164384,11.4520783197808
"313",715,4.89315068493151,11.8313080993425
"314",770,5.37534246575343,12.0823056885753
"315",810,5.94520547945205,12.2246007588219
"316",810,6.36712328767123,12.3299114964931
"317",810,7.32328767123288,12.5685702461507
"318",810,7.80821917808219,12.6896092108767
"319",810,8,12.737477728
"320",30,0,1.210776552
"321",30,0.0383561643835616,1.11593030380822
"322",30,0.0767123287671233,1.02108405561644
"323",31.5,0.115068493150685,0.903746200413699
"324",33.6,0.153424657534247,0.777805267997808
"325",38.1,0.23013698630137,0.522900952730959
"326",40,0.268493150684932,0.401281718931507
"327",48,0.306849315068493,0.191946422115068
"328",54,0.345205479452055,0.0130372297479452
"329",73,0.383561643835616,0.349538874520548
"330",104,0.46027397260274,0.96415473779726
"331",123,0.498630136986301,1.31503319810411
"332",152,0.53972602739726,1.8054978398
"333",173,0.578082191780822,2.17417550850411
"334",203,0.613698630136986,2.65492625692055
"335",220,0.652054794520548,2.95974531290411
"336",300,3.53150684931507,8.94118356705479
"337",350,3.93698630136986,9.83685618215069
"338",350,4.16438356164384,10.1917561197808
"339",400,4.89315068493151,11.3979355714795
"340",530,5.37534246575343,12.0819625438082
"341",538,5.94520547945205,12.6660048552603
"342",27,0,1.25674368
"343",27,0.0383561643835616,1.16156946048219
"344",27.5,0.0767123287671233,1.05884337673973
"345",28,0.153424657534247,0.861161721030137
"346",28,0.191780821917808,0.766096825287671
"347",29,0.23013698630137,0.65636549619726
"348",29,0.268493150684932,0.561409924230137
"349",29,0.306849315068493,0.466454352263014
"350",30,0.345205479452055,0.357160318273973
"351",30,0.383561643835616,0.262314070082192
"352",30,0.421917808219178,0.167467821890411
"353",30,0.498630136986301,0.0222246744931506
"354",30,0.53972602739726,0.12384565469863
"355",30,0.578082191780822,0.218691902890411
"356",30,0.613698630136986,0.306763419068493
"357",51,0,0.889006656
"358",51,0.0383561643835616,0.796456207090411
"359",52.5,0.0767123287671233,0.681250165506849
"360",58,0.115068493150685,0.506394476553425
"361",65,0.156164383561644,0.30391230520548
"362",74,0.194520547945205,0.0799808546109588
"363",79,0.23013698630137,0.0769561712000001
"364",85,0.268493150684932,0.253788211835617
"365",180,3.14794520547945,7.52589316886302
"366",200,3.55342465753425,8.45908341653425
"367",300,3.78082191780822,9.36582095457534
"368",500,4.99178082191781,11.6472789129041
"369",530,5.56164383561644,12.2771437234795
"370",530,5.98356164383562,12.7191716892055
"371",41,0,1.042230416
"372",41,0.0383561643835616,0.948586729336986
"373",42,0.115068493150685,0.746304951336986
"374",43,0.156164383561644,0.631212290471233
"375",44,0.194520547945205,0.523019303076712
"376",45,0.23013698630137,0.421702562630137
"377",47,0.268493150684932,0.299381951923288
"378",65,0.498630136986301,0.508765516712329
"379",67,0.53972602739726,0.633854923950685
"380",72,0.575342465753425,0.786582984410959
"381",80,0.613698630136986,0.985423198794521
"382",605,2.25753424657534,9.48213991605479
"383",850,3.14520547945205,11.7800334656986
"384",850,3.55342465753425,11.8353843306438
"385",850,3.78082191780822,11.8662173627945
"386",850,4.50958904109589,11.9650316586027
"387",850,4.98630136986301,12.0296695814247
"388",860,5.56164383561644,12.1023851533425
"389",860,5.98356164383562,12.1475678145753
"390",860,6.93972602739726,12.2499622871096
"391",860,7.42465753424658,12.301893008137
"392",860,7.61643835616438,12.3224305814247
"393",862,8.0986301369863,12.358546791989
"394",862,8.45205479452055,12.3943799246164
"395",22.5,0,1.325694372
"396",22.5,0.0383561643835616,1.23002819549315
"397",22.5,0.0767123287671233,1.1343620189863
"398",23,0.115068493150685,1.03119864014247
"399",24.5,0.156164383561644,0.906441823535616
"400",26,0.194520547945205,0.788842372156164
"401",27,0.23013698630137,0.685698362893151
"402",28,0.268493150684932,0.57596703380274
"403",31,0.30958904109589,0.430791857495891
"404",38,0.383561643835616,0.148480964109589
"405",46.5,0.424657534246575,0.0721550030205479
"406",50.5,0.46027397260274,0.214593485567123
"407",56,0.498630136986301,0.383655014427397
"408",68,0.53972602739726,0.647638958254794
"409",70,0.613698630136986,0.849691242849315
"410",75,0.693150684931507,1.10383391158904
"411",300,3.14794520547945,8.28789527856165
"412",350,3.55342465753425,9.23822978132877
"413",400,3.78082191780822,9.82043848334247
"414",450,4.50958904109589,10.977422236137
"415",586,4.98904109589041,11.7389873035425
"416",630,5.56164383561644,12.2241865810137
"417",630,5.98356164383562,12.545958393863
"418",19.5,0,1.3716615
"419",19.5,0.0383561643835616,1.27566735216712
"420",21,0.0767123287671233,1.15701761166027
"421",28.5,0.156164383561644,0.84693273530548
"422",37,0.194520547945205,0.626394941052055
"423",42,0.23013698630137,0.465701862673972
"424",44,0.268493150684932,0.343053280641096
"425",460,4.50958904109589,11.0021124716986
"426",500,4.98904109589041,11.6441743362055
"427",550,5.56164383561644,12.2665522949863
"428",550,5.98356164383562,12.684529030137
"429",550,6.93972602739726,13.6317620208356
"430",574,7.42465753424658,13.9720138519178
"431",700,7.61643835616438,13.3442229408767
"432",703,8.0986301369863,13.5924755584219
"433",705,8.45205479452055,13.7709400332055
"434",10,0,1.517224072
"435",10.5,0.0383561643835616,1.41258482218904
"436",11.5,0.0767123287671233,1.30050303192877
"437",17,0.115068493150685,1.1211650681863
"438",20,0.156164383561644,0.97338954779452
"439",23,0.194520547945205,0.83314621700274
"440",26.5,0.23013698630137,0.693031579567123
"441",30,0.268493150684932,0.546852814657534
"442",410,3.14794520547945,8.98639721245205
"443",445,3.55342465753425,9.73168914569863
"444",528,4.99178082191781,11.6779296035562
"445",600,6.93972602739726,13.4088910960411
"446",618,7.42465753424658,13.7150721836438
"447",618,7.61643835616438,13.8678915250959
"448",621,8.0986301369863,14.228841337337
"449",622,8.45205479452055,14.4986756320137
"450",37,0,1.10351992
"451",38,0.0383561643835616,0.994225886010959
"452",38,0.0767123287671233,0.900254228021918
"453",38,0.115068493150685,0.806282570032877
"454",39.5,0.156164383561644,0.683282742672603
"455",39.5,0.194520547945205,0.589475070346575
"456",41,0.23013698630137,0.480368296021918
"457",43,0.30958904109589,0.257512134021918
"458",46.5,0.383561643835616,0.0275332890136987
"459",48,0.424657534246575,0.0933230114657534
"460",54,0.498630136986301,0.355852680586301
"461",63,0.53972602739726,0.578718786734247
"462",75,0.575342465753425,0.827630542520548
"463",400,3.14794520547945,8.92289703664384
"464",439,3.55342465753425,9.70052329110685
"465",439,3.78082191780822,9.99773931956165
"466",36,0,1.118842296
"467",36,0.0383561643835616,1.02465199046027
"468",36,0.0767123287671233,0.930461684920548
"469",36.5,0.153424657534247,0.734638533391781
"470",36.5,0.191780821917808,0.640502889739726
"471",36.5,0.23013698630137,0.546367246087671
"472",36.5,0.268493150684932,0.452231602435616
"473",36.5,0.306849315068493,0.358095958783562
"474",37,0.345205479452055,0.256791084120548
"475",37,0.383561643835616,0.162710102356165
"476",37.5,0.421917808219178,0.0615692133561643
"477",37.5,0.46027397260274,0.0324571065205481
"478",37.5,0.498630136986301,0.12648342639726
"479",37.5,0.53972602739726,0.227225911979452
"480",37.5,0.578082191780822,0.321252231856164
"481",37.5,0.613698630136986,0.408562386027398
"482",28,0,1.241421304
"483",31,0.0767123287671233,1.00598032716712
"484",32.5,0.115068493150685,0.888751795739726
"485",35,0.153424657534247,0.756966154739726
"486",42,0.191780821917808,0.559236225561644
"487",50,0.23013698630137,0.348370395890411
"488",64,0.268493150684932,0.0519110891890411
"489",81,0.306849315068493,0.284830509194521
"490",81,0.345205479452055,0.374101244843836
"491",610,3.53150684931507,10.5707853135479
"492",615,3.93698630136986,10.9236400886301
"493",615,4.16438356164384,11.1067845663562
"494",620,4.89315068493151,11.7006084480822
"495",650,5.37534246575343,12.0821341161918
"496",690,5.94520547945205,12.4193378601918
"497",690,6.36712328767123,12.6689559813151
"498",700,7.32328767123288,13.1791424335753
"499",710,7.80821917808219,13.3828913232055
"500",710,8,13.485421728
"501",715,8.48219178082192,13.6989434798904
"502",717,8.83561643835616,13.8631333931507
"503",45,0.0767123287671233,0.794528128876712
"504",56,0.115068493150685,0.53638328590137
"505",71,0.153424657534247,0.221103242389041
"506",89,0.191780821917808,0.135224359232877
"507",114.3,0.23013698630137,0.594681268382466
"508",131,0.268493150684932,0.923415252175342
"509",156,0.306849315068493,1.36841444398904
"510",156,0.345205479452055,1.44948589648767
"511",156,0.383561643835616,1.5305573489863
"512",156,0.421917808219178,1.61162880148493
"513",615,3.53150684931507,10.5970692126849
"514",630,3.93698630136986,10.9851561588082
"515",680,4.16438356164384,11.3312255060822
"516",715,5.37534246575343,12.0822270512329
"517",720,5.94520547945205,12.3706535848493
"518",720,6.36712328767123,12.5841948601096
"519",750,7.32328767123288,12.9016096211096
"520",780,7.80821917808219,12.8975938445753
"521",783,8.07123287671233,12.9626841493808
"522",783,8.48219178082192,13.0968853496548
"523",784,8.83561643835616,13.2024372453562
"524",49,0,0.919651408
"525",52,0.0383561643835616,0.781243154865753
"526",54,0.0767123287671233,0.658594572832877
"527",65.5,0.153424657534247,0.302971187331507
"528",78.5,0.191780821917808,0.0199210905616438
"529",101.6,0.23013698630137,0.408417564863562
"530",112,0.268493150684932,0.646830170295891
"531",141,0.306849315068493,1.15169765703014
"532",141,0.345205479452055,1.2344089661589
"533",141,0.383561643835616,1.31712027528767
"534",141,0.421917808219178,1.39983158441644
"535",453,3.93698630136986,10.2592665307068
"536",453,4.16438356164384,10.5474086858082
"537",460,4.89315068493151,11.4804827196438
"538",486,5.37260273972603,12.0786857334603
"539",486,6.36712328767123,13.2453316055123
"540",500,7.32328767123288,14.2892736834384
"541",515,7.80821917808219,14.7347914422466
"542",800,8.07123287671233,12.8320821616164
"543",800,8.48219178082192,12.9463708170959
"544",800,8.83561643835616,13.0446590608082
"545",37,0.0383561643835616,1.00943893823562
"546",46,0.0767123287671233,0.779424400427397
"547",63,0.115068493150685,0.431422453183562
"548",86,0.153424657534247,0.00217297109041093
"549",128,0.191780821917808,0.711478887041096
"550",128,0.23013698630137,0.795611405249315
"551",130,0.268493150684932,0.90885814260274
"552",130,0.306849315068493,0.992772013260274
"553",130,0.345205479452055,1.07668588391781
"554",130,0.383561643835616,1.16059975457534
"555",130,0.421917808219178,1.24451362523288
"556",12,0.0356164383561644,1.39668053500548
"557",13,0.073972602739726,1.28475492156712
"558",20,0.189041095890411,0.89115570269863
"559",40,0.265753424657534,0.407978362534247
"560",45,0.304109589041096,0.241947378904109
"561",50,0.345205479452055,0.0703910778356164
"562",66,0.380821917808219,0.243441293060274
"563",68,0.419178082191781,0.362607131964383
"564",265,2.95342465753425,7.71492920394521
"565",280,3.35890410958904,8.53222910090411
"566",280,3.58630136986301,8.93249840530137
"567",280,4.7972602739726,11.0640530142603
"568",48,0,0.934973784
"569",59,0.115068493150685,0.491400071879452
"570",67,0.153424657534247,0.280643565983562
"571",80,0.191780821917808,0.00224254512328774
"572",94,0.23013698630137,0.296952671419178
"573",138,0.306849315068493,1.10835429963836
"574",138,0.345205479452055,1.19139358009315
"575",138,0.383561643835616,1.27443286054795
"576",138,0.421917808219178,1.35747214100274
"577",420,3.93698630136986,10.1239311763151
"578",500,4.16438356164384,10.7096967499178
"579",530,4.89315068493151,11.5767877258356
"580",550,5.37260273972603,12.0792770045616
"581",560,5.94520547945205,12.6303030533425
"582",560,6.36712328767123,13.0362541732055
"583",608,7.32328767123288,13.6898028085123
"584",625,7.80821917808219,13.9721811186849
"585",705,8.07123287671233,13.5619167991233
"586",708,8.48219178082192,13.7609200521206
"587",708,8.83561643835616,13.9518836219589
"588",61.5,0,0.728121708
"589",61.5,0.0383561643835616,0.636719158731507
"590",61.5,0.0767123287671233,0.545316609463014
"591",65,0.115068493150685,0.401433643835616
"592",65,0.153424657534247,0.310413727780822
"593",68,0.191780821917808,0.175066540356164
"594",68,0.23013698630137,0.0843745956273972
"595",72.5,0.268493150684932,0.0718243421780823
"596",85,0.306849315068493,0.342621652383562
"597",91,0.345205479452055,0.517485865063014
"598",105,0.383561643835616,0.804871298410959
"599",118,0.421917808219178,1.07507585157808
"600",134,0.46027397260274,1.38446945867397
"601",508,3.53150684931507,10.0345937711534
"602",520,3.93698630136986,10.5340383108356
"603",545,4.16438356164384,10.8650789389589
"604",550,4.89315068493151,11.6043034418904
"605",566,5.37260273972603,12.079424822337
"606",570,5.94520547945205,12.6140749615616
"607",570,6.36712328767123,13.008000466137
"608",46,0,0.965618536
"609",49,0.0383561643835616,0.826882311539726
"610",49,0.0767123287671233,0.734113215079452
"611",49,0.115068493150685,0.641344118619178
"612",49,0.153424657534247,0.548575022158904
"613",52,0.23013698630137,0.31903752919452
"614",52,0.268493150684932,0.226596404060274
"615",62,0.306849315068493,0.0103225790465754
"616",80,0.345205479452055,0.359762782821918
"617",84,0.383561643835616,0.506059395232877
"618",113,0.421917808219178,1.00447677922192
"619",126,0.46027397260274,1.27238553310685
"620",420,3.53150684931507,9.57199714634246
"621",500,3.93698630136986,10.4520168839315
"622",500,4.89315068493151,11.5355141517534
"623",510,5.37534246575343,12.081933948411
"624",510,5.94520547945205,12.7114435122466
"625",63,0,0.705138144
"626",66,0.0383561643835616,0.568260423720548
"627",66,0.0767123287671233,0.477349831441096
"628",68,0.115068493150685,0.356450429813699
"629",69.5,0.153424657534247,0.243430863736986
"630",69.5,0.191780821917808,0.152902904671233
"631",86.5,0.23013698630137,0.186954421309589
"632",94.5,0.268493150684932,0.392080752775343
"633",111,0.306849315068493,0.718264083112329
"634",111,0.345205479452055,0.80425510550137
"635",111,0.383561643835616,0.890246127890411
"636",111,0.421917808219178,0.976237150279452
"637",450,3.53150684931507,9.72970054116438
"638",480,3.93698630136986,10.3699954570274
"639",480,4.16438356164384,10.6406379992329
"640",490,4.89315068493151,11.521756293726
"641",500,5.36986301369863,12.0757104973151
"642",518,5.94520547945205,12.6984610388219
"643",518,6.36712328767123,13.1549197428931
"644",600,7.32328767123288,13.7342080585068
"645",615,7.80821917808219,14.0415093299178
"646",715,8.07123287671233,13.4850921004384
"647",715,8.83561643835616,13.8828556662192
"648",68,0,0.628526264
"649",68,0.0383561643835616,0.537834319271233
"650",68.5,0.0767123287671233,0.439590510317808
"651",68.5,0.115068493150685,0.348953227476712
"652",69,0.153424657534247,0.250873404186301
"653",69,0.191780821917808,0.160290783232877
"654",69.5,0.23013698630137,0.0623749456054794
"655",70,0.268493150684932,0.0354315682465753
"656",70,0.306849315068493,0.125904865424658
"657",70,0.345205479452055,0.21637816260274
"658",15,0,1.440612192
"659",16,0.0383561643835616,1.32891303495342
"660",36,0.194520547945205,0.641162889334246
"661",47.5,0.268493150684932,0.292103397136986
"662",308,3.14794520547945,8.33869541920822
"663",323,3.55342465753425,9.09798343566576
"664",323,3.78082191780822,9.47038298619178
