"","ID Monitoreo","Fecha","Personal","Código","Código control","Tratamiento","Agua inicial","Altura","Crecimiento","Tasa de crecimiento","Tasa de crecimiento acumulada","Herviboría","Estado","Nuevas hojas","Flores","Frutos","Diámetro","Zona","Familia","Genero","Especie","Nombre común","Observaciones","Isla","Sitio específico","Latitud","Longitud","Sustrato","Altitud","Proyecto","Subproyecto","DAP","PlantingDate","age"
"1004",13609,2014-03-20,"Estalin Jiménez",363,786,"Waterboxx®",15,46.5,8.5,0.57,0.36,"Sí",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299409,-90.447462,"Humífero",331.66,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.268493150684932
"1005",13610,2014-04-02,"Estalin Jiménez",363,786,"Waterboxx®",15,57,10.5,0.81,0.41,"Sí",1,"No","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299409,-90.447462,"Humífero",331.66,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.304109589041096
"1006",13611,2014-04-16,"Estalin Jiménez",363,786,"Waterboxx®",15,98,41,2.93,0.7,"Sí",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299409,-90.447462,"Humífero",331.66,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.342465753424658
"1007",13612,2014-05-01,"Estalin Jiménez",363,786,"Waterboxx®",15,105,7,0.47,0.67,"Sí",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299409,-90.447462,"Humífero",331.66,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.383561643835616
"1008",13613,2014-05-14,"Estalin Jiménez",363,786,"Waterboxx®",15,129,24,1.85,0.77,"No",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299409,-90.447462,"Humífero",331.66,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.419178082191781
"1009",13614,2014-05-28,"Estalin Jiménez",363,786,"Waterboxx®",15,140,11,0.79,0.77,"Sí",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","caja_retirada","Floreana","Anibal Sanmiguel",-1.299409,-90.447462,"Humífero",331.66,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.457534246575342
"1010",66025,2016-12-07,"Volunteer",363,786,"Waterboxx®",15,600,460,0.5,0.54,"No",1,"Sí","Sí",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299409,-90.447462,"Humífero",331.66,"Restauración ecológica","Restauración rural",NA,2013-12-12,2.98904109589041
"1011",78455,2017-07-29,"Jandry Vasquez",363,786,"Waterboxx®",15,600,0,0,0.44,"No",1,"No","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","400 altura rama rota","Floreana","Anibal Sanmiguel",-1.299409,-90.447462,"Humífero",331.66,"Restauración ecológica","Restauración rural",NA,2013-12-12,3.63013698630137
"1012",90569,2018-04-19,"Micaela Solis",363,786,"Waterboxx®",15,690,90,0.34,0.43,"No",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299409,-90.447462,"Humífero",331.66,"Restauración ecológica","Restauración rural",NA,2013-12-12,4.35342465753425
"1013",96301,2018-10-12,"María Guerrero",363,786,"Waterboxx®",15,700,10,0.06,0.39,"No",1,"No","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299409,-90.447462,"Humífero",331.66,"Restauración ecológica","Restauración rural",NA,2013-12-12,4.83561643835616
"1014",102142,2019-05-08,"Paul Mayorga",363,786,"Waterboxx®",15,700,0,0,0.35,"No",1,"No","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299409,-90.447462,"Humífero",331.66,"Restauración ecológica","Restauración rural",NA,2013-12-12,5.40547945205479
"1015",106055,2019-10-09,"María Guerrero",363,786,"Waterboxx®",15,700,0,0,0.32,"No",1,"Sí","Sí",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299409,-90.447462,"Humífero",331.66,"Restauración ecológica","Restauración rural",NA,2013-12-12,5.82739726027397
"1016",8550,2013-12-12,"Estalin Jiménez",364,787,"Waterboxx®",15,18.5,0,0,0,"No",1,"No","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299419,-90.44746,"Humífero",332.27,"Restauración ecológica","Restauración rural",NA,2013-12-12,0
"1017",9128,2013-12-26,"Estalin Jiménez",364,787,"Waterboxx®",15,24.5,6,0.43,0.43,"No",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299419,-90.44746,"Humífero",332.27,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.0383561643835616
"1018",9697,2014-01-08,"Estalin Jiménez",364,787,"Waterboxx®",15,28,3.5,0.27,0.35,"No",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299419,-90.44746,"Humífero",332.27,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.073972602739726
"1019",13615,2014-01-22,"Estalin Jiménez",364,787,"Waterboxx®",15,31,3,0.21,0.3,"No",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299419,-90.44746,"Humífero",332.27,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.112328767123288
"1020",13616,2014-02-06,"Estalin Jiménez",364,787,"Waterboxx®",15,39,8,0.53,0.37,"Sí",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299419,-90.44746,"Humífero",332.27,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.153424657534247
"1021",13617,2014-03-05,"Estalin Jiménez",364,787,"Waterboxx®",15,43,4,0.15,0.3,"Sí",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299419,-90.44746,"Humífero",332.27,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.227397260273973
"1022",13618,2014-03-20,"Estalin Jiménez",364,787,"Waterboxx®",15,47.5,4.5,0.3,0.3,"Sí",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299419,-90.44746,"Humífero",332.27,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.268493150684932
"1023",13619,2014-04-02,"Estalin Jiménez",364,787,"Waterboxx®",15,54,6.5,0.5,0.32,"Sí",1,"No","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299419,-90.44746,"Humífero",332.27,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.304109589041096
"1024",13620,2014-04-16,"Estalin Jiménez",364,787,"Waterboxx®",15,60,6,0.43,0.33,"No",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299419,-90.44746,"Humífero",332.27,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.342465753424658
"1025",13621,2014-05-01,"Estalin Jiménez",364,787,"Waterboxx®",15,68,8,0.53,0.35,"Sí",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","caja_retirada","Floreana","Anibal Sanmiguel",-1.299419,-90.44746,"Humífero",332.27,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.383561643835616
"1026",42182,2016-01-18,"Soledad Morán",364,787,"Waterboxx®",15,510,442,0.7,0.64,"No",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299419,-90.44746,"Humífero",332.27,"Restauración ecológica","Restauración rural",NA,2013-12-12,2.1013698630137
"1027",66026,2016-12-07,"Volunteer",364,787,"Waterboxx®",15,580,70,0.22,0.51,"No",1,"Sí","Sí",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299419,-90.44746,"Humífero",332.27,"Restauración ecológica","Restauración rural",NA,2013-12-12,2.98904109589041
"1028",69228,2017-05-05,"Jandry Vasquez",364,787,"Waterboxx®",15,610,30,0.2,0.48,"No",1,"Sí","Sí",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299419,-90.44746,"Humífero",332.27,"Restauración ecológica","Restauración rural",NA,2013-12-12,3.3972602739726
"1029",78456,2017-07-27,"Jandry Vasquez",364,787,"Waterboxx®",15,620,10,0.12,0.45,"Sí",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299419,-90.44746,"Humífero",332.27,"Restauración ecológica","Restauración rural",NA,2013-12-12,3.62465753424658
"1030",90570,2018-04-19,"Micaela Solis",364,787,"Waterboxx®",15,630,10,0.04,0.38,"No",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299419,-90.44746,"Humífero",332.27,"Restauración ecológica","Restauración rural",NA,2013-12-12,4.35342465753425
"1031",96302,2018-10-10,"María Guerrero",364,787,"Waterboxx®",15,640,10,0.06,0.35,"Sí",1,"No","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299419,-90.44746,"Humífero",332.27,"Restauración ecológica","Restauración rural",NA,2013-12-12,4.83013698630137
"1032",102343,2019-05-08,"Paul Mayorga",364,787,"Waterboxx®",15,650,10,0.05,0.32,"No",1,"Sí","Sí",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299419,-90.44746,"Humífero",332.27,"Restauración ecológica","Restauración rural",NA,2013-12-12,5.40547945205479
"1033",106468,2019-10-09,"María Guerrero",364,787,"Waterboxx®",15,650,0,0,0.3,"No",1,"Sí","Sí",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299419,-90.44746,"Humífero",332.27,"Restauración ecológica","Restauración rural",NA,2013-12-12,5.82739726027397
"1034",114772,2020-09-22,"Paul Mayorga",364,787,"Waterboxx®",15,650,0,0,0.26,"No",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","altura real 600","Floreana","Anibal Sanmiguel",-1.299419,-90.44746,"Humífero",332.27,"Restauración ecológica","Restauración rural",NA,2013-12-12,6.78356164383562
"1035",118125,2021-03-18,"Paul Mayorga",364,787,"Waterboxx®",15,663,13,0.07,0.24,"No",1,"No","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299419,-90.44746,"Humífero",332.27,"Restauración ecológica","Restauración rural",NA,2013-12-12,7.26849315068493
"1036",122552,2021-06-22,"John Chango",364,787,"Waterboxx®",15,700,37,0.39,0.25,"No",1,"Sí","Sí",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","cap 33","Floreana","Anibal Sanmiguel",-1.299419,-90.44746,"Humífero",332.27,"Restauración ecológica","Restauración rural",NA,2013-12-12,7.53150684931507
"1037",128905,2021-11-19,"John Chango",364,787,"Waterboxx®",15,702,2,0.01,0.24,"No",1,"Sí","Sí",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299419,-90.44746,"Humífero",332.27,"Restauración ecológica","Restauración rural",NA,2013-12-12,7.94246575342466
"1038",131268,2022-03-28,"John Chango",364,787,"Waterboxx®",15,704,2,0.02,0.23,"No",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299419,-90.44746,"Humífero",332.27,"Restauración ecológica","Restauración rural",NA,2013-12-12,8.2958904109589
"1039",8492,2013-12-12,"Estalin Jiménez",365,788,"Waterboxx®",15,19,0,0,0,"No",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299409,-90.44744,"Humífero",332.81,"Restauración ecológica","Restauración rural",NA,2013-12-12,0
"1040",9186,2013-12-26,"Estalin Jiménez",365,788,"Waterboxx®",15,19,0,0,0,"No",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299409,-90.44744,"Humífero",332.81,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.0383561643835616
"1041",9699,2014-01-08,"Estalin Jiménez",365,788,"Waterboxx®",15,19,0,0,0,"No",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299409,-90.44744,"Humífero",332.81,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.073972602739726
"1042",13622,2014-01-22,"Estalin Jiménez",365,788,"Waterboxx®",15,20,1,0.07,0.02,"No",1,"No","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299409,-90.44744,"Humífero",332.81,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.112328767123288
"1043",13623,2014-02-06,"Estalin Jiménez",365,788,"Waterboxx®",15,20,0,0,0.02,"No",0,"No","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","caja_retirada","Floreana","Anibal Sanmiguel",-1.299409,-90.44744,"Humífero",332.81,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.153424657534247
"1044",8553,2013-12-12,"Estalin Jiménez",366,789,"Waterboxx®",15,19.5,0,0,0,"No",1,"No","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,0
"1045",9130,2013-12-26,"Estalin Jiménez",366,789,"Waterboxx®",15,19.5,0,0,0,"No",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.0383561643835616
"1046",9703,2014-01-08,"Estalin Jiménez",366,789,"Waterboxx®",15,21,1.5,0.12,0.06,"Sí",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.073972602739726
"1047",13624,2014-01-22,"Estalin Jiménez",366,789,"Waterboxx®",15,23,2,0.14,0.09,"Sí",1,"No","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.112328767123288
"1048",13625,2014-02-06,"Estalin Jiménez",366,789,"Waterboxx®",15,26,3,0.2,0.12,"Sí",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.153424657534247
"1049",13626,2014-03-05,"Estalin Jiménez",366,789,"Waterboxx®",15,32,6,0.22,0.15,"No",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.227397260273973
"1050",13627,2014-03-20,"Estalin Jiménez",366,789,"Waterboxx®",15,38,6,0.4,0.19,"No",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.268493150684932
"1051",13628,2014-04-02,"Estalin Jiménez",366,789,"Waterboxx®",15,45,7,0.54,0.23,"Sí",1,"No","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.304109589041096
"1052",13629,2014-04-16,"Estalin Jiménez",366,789,"Waterboxx®",15,50,5,0.36,0.24,"Sí",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.342465753424658
"1053",13630,2014-05-01,"Estalin Jiménez",366,789,"Waterboxx®",15,62,12,0.8,0.3,"Sí",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.383561643835616
"1054",13631,2014-05-14,"Estalin Jiménez",366,789,"Waterboxx®",15,73,11,0.85,0.35,"Sí",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.419178082191781
"1055",13632,2014-05-28,"Estalin Jiménez",366,789,"Waterboxx®",15,79,6,0.43,0.36,"Sí",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","caja_retirada","Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.457534246575342
"1056",42183,2016-01-18,"Soledad Morán",366,789,"Waterboxx®",15,600,521,0.87,0.76,"No",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,2.1013698630137
"1057",66027,2016-12-09,"Volunteer",366,789,"Waterboxx®",15,610,10,0.03,0.54,"No",1,"Sí","Sí",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,2.99452054794521
"1058",69229,2017-05-06,"Jandry Vasquez",366,789,"Waterboxx®",15,610,0,0,0.48,"No",1,"Sí","Sí",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,3.4
"1059",78397,2017-07-27,"Jandry Vasquez",366,789,"Waterboxx®",15,640,30,0.37,0.47,"No",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,3.62465753424658
"1060",90983,2018-04-19,"Micaela Solis",366,789,"Waterboxx®",15,640,0,0,0.39,"No",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,4.35342465753425
"1061",96303,2018-10-10,"María Guerrero",366,789,"Waterboxx®",15,645,5,0.03,0.35,"Sí",1,"No","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,4.83013698630137
"1062",102344,2019-05-08,"Paul Mayorga",366,789,"Waterboxx®",15,650,5,0.02,0.32,"No",1,"Sí","Sí",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,5.40547945205479
"1063",106469,2019-10-09,"María Guerrero",366,789,"Waterboxx®",15,650,0,0,0.3,"No",1,"Sí","Sí",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,5.82739726027397
"1064",114773,2020-09-22,"Paul Mayorga",366,789,"Waterboxx®",15,700,50,0.14,0.27,"No",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,6.78356164383562
"1065",118126,2021-03-18,"Paul Mayorga",366,789,"Waterboxx®",15,715.5,15.5,0.09,0.26,"No",1,"No","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,7.26849315068493
"1066",122553,2021-05-27,"John Chango",366,789,"Waterboxx®",15,720,4.5,0.06,0.26,"No",1,"Sí","Sí",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","cap 35 cm","Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,7.46027397260274
"1067",128906,2021-11-19,"John Chango",366,789,"Waterboxx®",15,723,3,0.02,0.24,"No",1,"Sí","Sí",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,7.94246575342466
"1068",131269,2022-03-28,"John Chango",366,789,"Waterboxx®",15,723,0,0,0.23,"No",0,"No","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso",NA,"Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",NA,2013-12-12,8.2958904109589
"1069",8554,2013-12-12,"Estalin Jiménez",367,240,"Waterboxx®",15,16,0,0,0,"No",1,"No","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299422,-90.447368,"Humífero",333.84,"Restauración ecológica","Restauración rural",NA,2013-12-12,0
"1070",9131,2013-12-26,"Estalin Jiménez",367,240,"Waterboxx®",15,17,1,0.07,0.07,"No",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299422,-90.447368,"Humífero",333.84,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.0383561643835616
"1071",9705,2014-01-08,"Estalin Jiménez",367,240,"Waterboxx®",15,22,5,0.38,0.22,"No",1,"No","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299422,-90.447368,"Humífero",333.84,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.073972602739726
"1072",13633,2014-01-22,"Estalin Jiménez",367,240,"Waterboxx®",15,23,1,0.07,0.17,"Sí",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299422,-90.447368,"Humífero",333.84,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.112328767123288
"1073",13634,2014-02-06,"Estalin Jiménez",367,240,"Waterboxx®",15,30,7,0.47,0.25,"Sí",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299422,-90.447368,"Humífero",333.84,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.153424657534247
"1074",13635,2014-03-05,"Estalin Jiménez",367,240,"Waterboxx®",15,37,7,0.26,0.25,"Sí",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299422,-90.447368,"Humífero",333.84,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.227397260273973
"1075",13636,2014-03-20,"Estalin Jiménez",367,240,"Waterboxx®",15,43,6,0.4,0.28,"Sí",1,"Sí","No",0,0,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Sin observaciones","Floreana","Anibal Sanmiguel",-1.299422,-90.447368,"Humífero",333.84,"Restauración ecológica","Restauración rural",NA,2013-12-12,0.268493150684932
