"","ID Monitoreo","Fecha","Personal","Código","Código control","Tratamiento","Agua inicial","Altura","Crecimiento","Tasa de crecimiento","Tasa de crecimiento acumulada","Herviboría","Estado","Nuevas hojas","Flores","Frutos","Diámetro","Zona","Familia","Genero","Especie","Nombre común","Isla","Sitio específico","Latitud","Longitud","Sustrato","Altitud","Proyecto","Subproyecto","DAP","cc"
"211",NA,"07/06/2022","David Cárdenas",13247,13283,"Waterboxx®",NA,366,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Transición","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Darwin Ecogarden 2",-0.697085,-90.348275,"Rocoso-arcilloso",212.17,"Restauración ecológica","Restauración rural",4.77,2.7078521
"212",NA,"2021","Investigador",259,0,"Control",NA,510,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299638,-90.447358,"Humífero",354.79,"Restauración ecológica","Restauración rural",8.91,11.9886143
"213",NA,"2021","Investigador",315,0,"Control",NA,705,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299529,-90.447317,"Humífero",353.96,"Restauración ecológica","Restauración rural",11.14,16.9876722
"214",NA,"2021","Investigador",318,0,"Control",NA,715,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299542,-90.4474,"Humífero",353.68,"Restauración ecológica","Restauración rural",10.19,14.8580287
"215",NA,"2021","Investigador",347,0,"Control",NA,850,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299466,-90.447454,"Humífero",354.79,"Restauración ecológica","Restauración rural",14.64,24.8337272
"216",NA,"2021","Investigador",9646,9797,"Hidrogel",NA,605,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702564,-90.35446,"Humífero-rocoso",172.77,"Restauración ecológica","Restauración rural",9.55,13.4233215
"217",NA,"2021","Investigador",9654,0,"Control",NA,581,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702683,-90.354555,"Humífero-rocoso",171.15,"Restauración ecológica","Restauración rural",11.46,17.7050258
"218",NA,"2021","Investigador",9680,0,"Control",NA,606,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702956,-90.354371,"Humífero-rocoso",172.99,"Restauración ecológica","Restauración rural",9.55,13.4233215
"219",NA,"2021","Investigador",9696,0,"Control",NA,545,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.70258,-90.354189,"Humífero-rocoso",178.34,"Restauración ecológica","Restauración rural",9.55,13.4233215
"220",NA,"2021","Investigador",9700,0,"Control",NA,500,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702503,-90.354344,"Humífero-rocoso",176.95,"Restauración ecológica","Restauración rural",9.87,14.1406751
"221",NA,"2021","Investigador",9728,0,"Control",NA,550,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.70294,-90.354166,"Humífero-rocoso",171.82,"Restauración ecológica","Restauración rural",7.96,9.8589708
"222",NA,"2021","Investigador",9736,0,"Control",NA,658,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702861,-90.35411,"Humífero-rocoso",176.55,"Restauración ecológica","Restauración rural",11.14,16.9876722
"223",NA,"2021","Investigador",9758,9768,"Hidrogel",NA,850,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703308,-90.354054,"Humífero-rocoso",168.4,"Restauración ecológica","Restauración rural",8.59,11.2712607
"224",NA,"2021","Investigador",9759,9700,"Hidrogel",NA,760,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703302,-90.35403,"Humífero-rocoso",168.78,"Restauración ecológica","Restauración rural",9.55,13.4233215
"225",NA,"2021","Investigador",9762,0,"Control",NA,845,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.70327,-90.353882,"Humífero-rocoso",172.27,"Restauración ecológica","Restauración rural",9.55,13.4233215
"226",NA,"2021","Investigador",9765,0,"Control",NA,685,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703304,-90.353871,"Humífero-rocoso",176.23,"Restauración ecológica","Restauración rural",9.87,14.1406751
"227",NA,"2021","Investigador",9786,0,"Control",NA,817,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703457,-90.353805,"Humífero-rocoso",175.11,"Restauración ecológica","Restauración rural",6.37,6.2946201
"228",NA,"2021","Investigador",9796,9768,"Hidrogel",NA,800,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.70335,-90.354057,"Humífero-rocoso",174.4,"Restauración ecológica","Restauración rural",7.96,9.8589708
"229",NA,"2021","Investigador",9798,9792,"Hidrogel",NA,750,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703341,-90.354152,"Humífero-rocoso",172.47,"Restauración ecológica","Restauración rural",11.14,16.9876722
"230",NA,"2021","Investigador",9806,0,"Control",NA,453,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703244,-90.354342,"Humífero-rocoso",172.7,"Restauración ecológica","Restauración rural",7.96,9.8589708
"231",NA,"2021","Investigador",9808,9789,"Hidrogel",NA,652,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703189,-90.354306,"Humífero-rocoso",173.36,"Restauración ecológica","Restauración rural",11.14,16.9876722
"232",NA,"2021","Investigador",9809,9785,"Hidrogel",NA,615,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703187,-90.354257,"Humífero-rocoso",172.16,"Restauración ecológica","Restauración rural",11.14,16.9876722
"233",NA,"2021","Investigador",232,786,"Waterboxx®",NA,580,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299708,-90.44748,"Humífero",355.88,"Restauración ecológica","Restauración rural",8.28,10.5763244
"234",NA,"2021","Investigador",287,264,"Waterboxx®",NA,860,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299591,-90.44734,"Humífero",354.3,"Restauración ecológica","Restauración rural",13.05,21.2693765
"235",NA,"2021","Investigador",294,277,"Waterboxx®",NA,700,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299562,-90.447384,"Humífero",355.02,"Restauración ecológica","Restauración rural",10.82,16.2703186
"236",NA,"2021","Investigador",296,277,"Waterboxx®",NA,618,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299559,-90.447357,"Humífero",354.48,"Restauración ecológica","Restauración rural",7,7.70691
"237",NA,"2021","Investigador",312,316,"Waterboxx®",NA,800,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299534,-90.447261,"Humífero",354.01,"Restauración ecológica","Restauración rural",12.41,19.8346693
"238",NA,"2021","Investigador",353,243,"Waterboxx®",NA,800,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299451,-90.447305,"Humífero",353.65,"Restauración ecológica","Restauración rural",11.46,17.7050258
"239",NA,"2021","Investigador",364,787,"Waterboxx®",NA,700,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299419,-90.44746,"Humífero",332.27,"Restauración ecológica","Restauración rural",10.5,15.552965
"240",NA,"2021","Investigador",366,789,"Waterboxx®",NA,720,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299418,-90.44738,"Humífero",331.94,"Restauración ecológica","Restauración rural",11.14,16.9876722
"241",NA,"2021","Investigador",367,240,"Waterboxx®",NA,725,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299422,-90.447368,"Humífero",333.84,"Restauración ecológica","Restauración rural",8.59,11.2712607
"242",NA,"2021","Investigador",371,259,"Waterboxx®",NA,792,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299416,-90.447229,"Humífero",335.67,"Restauración ecológica","Restauración rural",6.37,6.2946201
"243",NA,"2021","Investigador",375,275,"Waterboxx®",NA,725,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299426,-90.44715,"Humífero",337.41,"Restauración ecológica","Restauración rural",10.19,14.8580287
"244",NA,"2021","Investigador",376,276,"Waterboxx®",NA,660,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.2995,-90.447133,"Humífero",337.73,"Restauración ecológica","Restauración rural",9.87,14.1406751
"245",NA,"2021","Investigador",377,336,"Waterboxx®",NA,665,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299486,-90.447149,"Humífero",338.06,"Restauración ecológica","Restauración rural",8.59,11.2712607
"246",NA,"2021","Investigador",382,315,"Waterboxx®",NA,800,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299472,-90.447267,"Humífero",339.05,"Restauración ecológica","Restauración rural",8.28,10.5763244
"247",NA,"2021","Investigador",383,347,"Waterboxx®",NA,810,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299463,-90.447298,"Humífero",339.18,"Restauración ecológica","Restauración rural",14.01,23.4214373
"248",NA,"2021","Investigador",385,345,"Waterboxx®",NA,800,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299467,-90.44736,"Humífero",339.95,"Restauración ecológica","Restauración rural",12.1,19.139733
"249",NA,"2021","Investigador",387,319,"Waterboxx®",NA,808,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299463,-90.447412,"Humífero",340.53,"Restauración ecológica","Restauración rural",11.46,17.7050258
"250",NA,"2021","Investigador",388,317,"Waterboxx®",NA,660,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299462,-90.447438,"Humífero",340.95,"Restauración ecológica","Restauración rural",14.32,24.1163736
"251",NA,"2021","Investigador",389,241,"Waterboxx®",NA,725,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299452,-90.447467,"Humífero",341.36,"Restauración ecológica","Restauración rural",10.82,16.2703186
"252",NA,"2021","Investigador",392,786,"Waterboxx®",NA,730,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299529,-90.447466,"Humífero",343.2,"Restauración ecológica","Restauración rural",15.28,26.2684344
"253",NA,"2021","Investigador",393,787,"Waterboxx®",NA,715,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.29954,-90.447424,"Humífero",343.06,"Restauración ecológica","Restauración rural",6.37,6.2946201
"254",NA,"2021","Investigador",394,788,"Waterboxx®",NA,690,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299543,-90.447398,"Humífero",344.05,"Restauración ecológica","Restauración rural",13.69,22.7040837
"255",NA,"2021","Investigador",395,789,"Waterboxx®",NA,805,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299538,-90.447354,"Humífero",343.6,"Restauración ecológica","Restauración rural",10.19,14.8580287
"256",NA,"2021","Investigador",399,251,"Waterboxx®",NA,850,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299538,-90.447248,"Humífero",344.46,"Restauración ecológica","Restauración rural",15.28,26.2684344
"257",NA,"2021","Investigador",401,259,"Waterboxx®",NA,805,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299587,-90.447322,"Humífero",344.63,"Restauración ecológica","Restauración rural",9.55,13.4233215
"258",NA,"2021","Investigador",403,264,"Waterboxx®",NA,850,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299591,-90.447376,"Humífero",344.32,"Restauración ecológica","Restauración rural",8.59,11.2712607
"259",NA,"2021","Investigador",404,274,"Waterboxx®",NA,850,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299585,-90.447403,"Humífero",344.96,"Restauración ecológica","Restauración rural",9.23,12.7059679
"260",NA,"2021","Investigador",408,336,"Waterboxx®",NA,795,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.299614,-90.447386,"Humífero",346.22,"Restauración ecológica","Restauración rural",12.73,20.5520229
"261",NA,"2021","Investigador",415,316,"Waterboxx®",NA,620,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297949,-90.447112,"Humífero",339.2,"Restauración ecológica","Restauración rural",10.5,15.552965
"262",NA,"2021","Investigador",416,315,"Waterboxx®",NA,655,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297942,-90.44714,"Humífero",338.97,"Restauración ecológica","Restauración rural",19.1,34.831843
"263",NA,"2021","Investigador",418,346,"Waterboxx®",NA,555,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297927,-90.447193,"Humífero",339.57,"Restauración ecológica","Restauración rural",11.14,16.9876722
"264",NA,"2021","Investigador",419,345,"Waterboxx®",NA,655,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297928,-90.447222,"Humífero",339.27,"Restauración ecológica","Restauración rural",12.1,19.139733
"265",NA,"2021","Investigador",420,344,"Waterboxx®",NA,680,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297918,-90.447244,"Humífero",339.27,"Restauración ecológica","Restauración rural",9.87,14.1406751
"266",NA,"2021","Investigador",423,319,"Waterboxx®",NA,700,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297892,-90.447058,"Humífero",352.4,"Restauración ecológica","Restauración rural",16.55,29.1154315
"267",NA,"2021","Investigador",473,787,"Waterboxx®",NA,590,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297951,-90.446911,"Humífero",358.18,"Restauración ecológica","Restauración rural",10.82,16.2703186
"268",NA,"2021","Investigador",477,242,"Waterboxx®",NA,900,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297947,-90.447015,"Humífero",356.81,"Restauración ecológica","Restauración rural",14.32,24.1163736
"269",NA,"2021","Investigador",479,251,"Waterboxx®",NA,810,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297945,-90.447039,"Humífero",356.85,"Restauración ecológica","Restauración rural",10.82,16.2703186
"270",NA,"2021","Investigador",480,259,"Waterboxx®",NA,810,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297937,-90.447063,"Humífero",355.94,"Restauración ecológica","Restauración rural",12.1,19.139733
"271",NA,"2021","Investigador",482,264,"Waterboxx®",NA,855,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297931,-90.447119,"Humífero",355.35,"Restauración ecológica","Restauración rural",12.73,20.5520229
"272",NA,"2021","Investigador",484,275,"Waterboxx®",NA,755,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297922,-90.447175,"Humífero",354.23,"Restauración ecológica","Restauración rural",14.64,24.8337272
"273",NA,"2021","Investigador",485,276,"Waterboxx®",NA,745,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.29792,-90.447201,"Humífero",354.07,"Restauración ecológica","Restauración rural",13.37,21.9867301
"274",NA,"2021","Investigador",489,332,"Waterboxx®",NA,625,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.297948,-90.447199,"Humífero",353.82,"Restauración ecológica","Restauración rural",10.19,14.8580287
"275",NA,"2021","Investigador",522,315,"Waterboxx®",NA,530,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.298,-90.447211,"Humífero",355.39,"Restauración ecológica","Restauración rural",14.32,24.1163736
"276",NA,"2021","Investigador",525,345,"Waterboxx®",NA,645,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.298019,-90.447143,"Humífero",355.76,"Restauración ecológica","Restauración rural",13.37,21.9867301
"277",NA,"2021","Investigador",528,317,"Waterboxx®",NA,785,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Floreana","Anibal Sanmiguel",-1.298027,-90.447094,"Humífero",355.56,"Restauración ecológica","Restauración rural",11.46,17.7050258
"278",NA,"2021","Investigador",9639,9654,"Waterboxx®_Hidrogel",NA,610,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702461,-90.354467,"Humífero-rocoso",176.88,"Restauración ecológica","Restauración rural",12.73,20.5520229
"279",NA,"2021","Investigador",9655,9812,"Waterboxx®_Hidrogel",NA,562,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702703,-90.354595,"Humífero-rocoso",170.72,"Restauración ecológica","Restauración rural",9.55,13.4233215
"280",NA,"2021","Investigador",9657,9733,"Waterboxx®_Hidrogel",NA,460,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702782,-90.354506,"Humífero-rocoso",165.71,"Restauración ecológica","Restauración rural",7.96,9.8589708
"281",NA,"2021","Investigador",9664,9654,"Waterboxx®_Hidrogel",NA,653,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702967,-90.354537,"Humífero-rocoso",169.91,"Restauración ecológica","Restauración rural",9.55,13.4233215
"282",NA,"2021","Investigador",9677,9680,"Waterboxx®_Hidrogel",NA,760,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702857,-90.354405,"Humífero-rocoso",172.4,"Restauración ecológica","Restauración rural",13.69,22.7040837
"283",NA,"2021","Investigador",9685,9696,"Waterboxx®_Hidrogel",NA,478,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702683,-90.354402,"Humífero-rocoso",175.72,"Restauración ecológica","Restauración rural",7.64,9.1416172
"284",NA,"2021","Investigador",9694,9696,"Waterboxx®_Hidrogel",NA,525,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702638,-90.354223,"Humífero-rocoso",178.41,"Restauración ecológica","Restauración rural",9.55,13.4233215
"285",NA,"2021","Investigador",9706,9654,"Waterboxx®_Hidrogel",NA,534,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702548,-90.354211,"Humífero-rocoso",178.37,"Restauración ecológica","Restauración rural",9.55,13.4233215
"286",NA,"2021","Investigador",9707,9797,"Waterboxx®_Hidrogel",NA,488,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702603,-90.354215,"Humífero-rocoso",180.21,"Restauración ecológica","Restauración rural",9.55,13.4233215
"287",NA,"2021","Investigador",9714,9732,"Waterboxx®_Hidrogel",NA,487,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.702806,-90.354166,"Humífero-rocoso",176.6,"Restauración ecológica","Restauración rural",6.37,6.2946201
"288",NA,"2021","Investigador",9731,9732,"Waterboxx®_Hidrogel",NA,745,NA,NA,NA,NA,"Bueno",NA,NA,NA,NA,"Húmeda","Asteraceae","Scalesia","pedunculata var. pedunculata Hook. f.","lechoso","Santa Cruz","Finca Mario Piu",-0.703032,-90.354084,"Humífero-rocoso",169.53,"Restauración ecológica","Restauración rural",7.96,9.8589708
