Codigo,Fecha,Personal,Equipo de Medida,Distancia,Angulo superior,Angulo inferior,Altura 1 (cm),Altura 2 (cm),Altura total (cm),Circunferencia Pecho (cm),DAP,Circunferencia Base (cm),DAB,Estado,Observaciones,Isla,Sitio específico,Latitud,Longitud,Altitud,
9775,29/4/2022,Pavel Enriqez,Clinómetro,500,58.1,16.1,803.28,221,1024.28,31.4,9.994932506,37.8,12.0321162,Bueno,,Santa Cruz,Finca Mario Piu,-0.703244,-90.353844,177.53,
9783,29/4/2022,Pavel Enriqez,Clinómetro,226,66.2,35.5,512.41,162,674.41,24.1,7.671269853,25.7,8.180565777,Bueno,,Santa Cruz,Finca Mario Piu,-0.703396,-90.353821,174.82,
9786,29/4/2022,Pavel Enriqez,Clinómetro,497,71,34,1443.4,160,1603.4,20,6.366199048,24,7.639438858,Bueno,,Santa Cruz,Finca Mario Piu,-0.703457,-90.353805,175.11,
9790,29/4/2022,Pavel Enriqez,Clinómetro,280,64.3,32.8,581.8,203,784.8,23.6,7.512114877,27.5,8.753523691,Bueno,,Santa Cruz,Finca Mario Piu,-0.703445,-90.353953,172.38,
9795,29/4/2022,Pavel Enriqez,Clinómetro,335,74,25.6,1168.28,187,1355.28,34.1,10.85436938,42.8,13.62366596,Bueno,,Santa Cruz,Finca Mario Piu,-0.703415,-90.354082,173.08,
9797,29/4/2022,Pavel Enriqez,Clinómetro,506,50.9,27.4,622.6,200,822.6,54,17.18873743,40,12.7323981,Bueno,,Santa Cruz,Finca Mario Piu,-0.703387,-90.35414,172.74,
9803,29/4/2022,Pavel Enriqez,Clinómetro,122,61,54,220.1,130,350.1,28,8.912678667,35,11.14084833,Bueno,,Santa Cruz,Finca Mario Piu,-0.703427,-90.354245,173.93,
9806,29/4/2022,Pavel Enriqez,Metro,,,,,,540,26.5,8.435213739,30,9.549298572,Bueno,,Santa Cruz,Finca Mario Piu,-0.703244,-90.354342,172.7,
9807,29/4/2022,Pavel Enriqez,Clinómetro,434,52,27.2,555.49,135,690.49,29,9.23098862,40,12.7323981,Bueno,,Santa Cruz,Finca Mario Piu,-0.703218,-90.354331,173.29,
9808,29/4/2022,Pavel Enriqez,Clinómetro,470,67.2,17.1,1118.09,200,1318.09,38,12.09577819,53,16.87042748,Bueno,,Santa Cruz,Finca Mario Piu,-0.703189,-90.354306,173.36,
9809,29/4/2022,Pavel Enriqez,Clinómetro,280,55.8,25,412.01,210,622.01,38,12.09577819,48,15.27887772,Bueno,,Santa Cruz,Finca Mario Piu,-0.703187,-90.354257,172.16,
9812,29/4/2022,Pavel Enriqez,Clinómetro,430,52.9,20,568.56,150,718.56,49,15.59718767,54.5,17.34789241,Bueno,,Santa Cruz,Finca Mario Piu,-0.703227,-90.354422,175.27,
9813,29/4/2022,Pavel Enriqez,Clinómetro,500,60.3,26.3,876.59,200,1076.59,43,13.68732795,56,17.82535733,Bueno,,Santa Cruz,Finca Mario Piu,-0.703147,-90.354409,175.72,
14297,29/4/2022,Pavel Enriqez,Metro,,,,,,344,13,4.138029381,22,7.002818953,Bueno,,Santa Cruz,Finca Mario Piu,-0.702971,-90.356027,177.1,
14299,29/4/2022,Pavel Enriqez,Metro,,,,,,342,13,4.138029381,26,8.276058763,Bueno,,Santa Cruz,Finca Mario Piu,-0.703212,-90.355892,169.85,
14300,29/4/2022,Pavel Enriqez,Metro,,,,,,290,13.5,4.297184357,25,7.95774881,Bueno,,Santa Cruz,Finca Mario Piu,-0.703289,-90.355922,168.38,
14301,29/4/2022,Pavel Enriqez,Metro,,,,,,393,14,4.456339334,20,6.366199048,Bueno,,Santa Cruz,Finca Mario Piu,-0.703361,-90.355934,164.14,
14302,29/4/2022,Pavel Enriqez,Metro,,,,,,356,11.5,3.660564453,16,5.092959239,Bueno,,Santa Cruz,Finca Mario Piu,-0.703591,-90.356094,168.88,
14304,29/4/2022,Pavel Enriqez,Metro,,,,,,336,16,5.092959239,18,5.729579143,Bueno,,Santa Cruz,Finca Mario Piu,-0.703528,-90.35582,165.45,
14305,29/4/2022,Pavel Enriqez,Metro,,,,,,292,14,4.456339334,21,6.684509001,Bueno,,Santa Cruz,Finca Mario Piu,-0.703474,-90.355761,169.56,
14307,29/4/2022,Pavel Enriqez,Metro,,,,,,328,15.28,4.863776073,22.4,7.130142934,Bueno,,Santa Cruz,Finca Mario Piu,-0.703474,-90.355764,169.54,
14308,29/4/2022,Pavel Enriqez,Metro,,,,,,357,15,4.774649286,21.5,6.843663977,Bueno,,Santa Cruz,Finca Mario Piu,-0.703338,-90.355665,174.85,
14310,29/4/2022,Pavel Enriqez,Metro,,,,,,325,13.6,4.329015353,19.8,6.302537058,Bueno,,Santa Cruz,Finca Mario Piu,-0.703244,-90.355645,172.98,
14311,29/4/2022,Pavel Enriqez,Metro,,,,,,544,13,4.138029381,18,5.729579143,Bueno,,Santa Cruz,Finca Mario Piu,-0.703178,-90.355656,173.57,
14313,29/4/2022,Pavel Enriqez,Metro,,,,,,234,10,3.183099524,14,4.456339334,Bueno,,Santa Cruz,Finca Mario Piu,-0.703106,-90.355681,177.65,
14314,29/4/2022,Pavel Enriqez,Metro,,,,,,375,42,13.369018,16,5.092959239,Bueno,,Santa Cruz,Finca Mario Piu,-0.70313,-90.355803,176.63,
14315,29/4/2022,Pavel Enriqez,Metro,,,,,,290,12,3.819719429,20,6.366199048,Bueno,,Santa Cruz,Finca Mario Piu,-0.703113,-90.355536,174.61,
14317,29/4/2022,Pavel Enriqez,Metro,,,,,,230,14,4.456339334,24,7.639438858,Bueno,,Santa Cruz,Finca Mario Piu,-0.703309,-90.355587,173.86,
14318,29/4/2022,Pavel Enriqez,Metro,,,,,,282,11.5,3.660564453,21,6.684509001,Bueno,,Santa Cruz,Finca Mario Piu,-0.703609,-90.355619,172.32,
14319,29/4/2022,Pavel Enriqez,Metro,,,,,,346,13,4.138029381,19,6.047889096,Bueno,,Santa Cruz,Finca Mario Piu,-0.703594,-90.355383,171.86,
14320,29/4/2022,Pavel Enriqez,Metro,,,,,,412,13.5,4.297184357,18,5.729579143,Bueno,,Santa Cruz,Finca Mario Piu,-0.703522,-90.355238,175.72,
14322,29/4/2022,Pavel Enriqez,Metro,,,,,,202,10,3.183099524,20,6.366199048,Bueno,,Santa Cruz,Finca Mario Piu,-0.703431,-90.355233,170.87,
14323,29/4/2022,Pavel Enriqez,Metro,,,,,,374,15,4.774649286,20.5,6.525354024,Bueno,,Santa Cruz,Finca Mario Piu,-0.703449,-90.355249,171.04,
14324,29/4/2022,Pavel Enriqez,Metro,,,,,,316,14.5,4.61549431,24,7.639438858,Bueno,,Santa Cruz,Finca Mario Piu,-0.703365,-90.355291,170.74,
14325,29/4/2022,Pavel Enriqez,Metro,,,,,,335,16,5.092959239,25,7.95774881,Bueno,,Santa Cruz,Finca Mario Piu,-0.703219,-90.355385,171.47,
14326,29/4/2022,Pavel Enriqez,Metro,,,,,,275,14.5,4.61549431,23.2,7.384790896,Bueno,,Santa Cruz,Finca Mario Piu,-0.703214,-90.355452,174.87,
14327,29/4/2022,Pavel Enriqez,Metro,,,,,,259,13.5,4.297184357,19.5,6.207044072,Bueno,,Santa Cruz,Finca Mario Piu,-0.703218,-90.355463,174.98,
14328,29/4/2022,Pavel Enriqez,Metro,,,,,,338,14,4.456339334,20.5,6.525354024,Bueno,,Santa Cruz,Finca Mario Piu,-0.703158,-90.355377,174.45,
14329,29/4/2022,Pavel Enriqez,Metro,,,,,,224,16.5,5.252114215,23,7.321128905,Bueno,,Santa Cruz,Finca Mario Piu,-0.703156,-90.355374,174.47,
14330,29/4/2022,Pavel Enriqez,Metro,,,,,,125,6,1.909859714,7,2.228169667,Bueno,,Santa Cruz,Finca Mario Piu,-0.70312,-90.355444,177.04,
14331,29/4/2022,Pavel Enriqez,Metro,,,,,,353,16.5,5.252114215,21,6.684509001,Bueno,,Santa Cruz,Finca Mario Piu,-0.703119,-90.355446,176.83,
14332,29/4/2022,Pavel Enriqez,Metro,,,,,,344,13,4.138029381,15,4.774649286,Bueno,,Santa Cruz,Finca Mario Piu,-0.7032,-90.355219,174.96,
14334,29/4/2022,Pavel Enriqez,Metro,,,,,,365,18,5.729579143,21.5,6.843663977,Bueno,,Santa Cruz,Finca Mario Piu,-0.703421,-90.355128,174.97,
14335,29/4/2022,Pavel Enriqez,Metro,,,,,,374,16.5,5.252114215,22,7.002818953,Bueno,,Santa Cruz,Finca Mario Piu,-0.703528,-90.355137,175.76,
14336,29/4/2022,Pavel Enriqez,Metro,,,,,,304,13.5,4.297184357,19.5,6.207044072,Bueno,,Santa Cruz,Finca Mario Piu,-0.703555,-90.355095,176.71,
14337,29/4/2022,Pavel Enriqez,Metro,,,,,,408,19.5,6.207044072,27.5,8.753523691,Bueno,,Santa Cruz,Finca Mario Piu,-0.703563,-90.355122,177.33,
14338,29/4/2022,Pavel Enriqez,Metro,,,,,,362,15,4.774649286,19,6.047889096,Bueno,,Santa Cruz,Finca Mario Piu,-0.703497,-90.354994,176.29,
14340,29/4/2022,Pavel Enriqez,Metro,,,,,,426,13.8,4.392677343,22,7.002818953,Bueno,,Santa Cruz,Finca Mario Piu,-0.703393,-90.354985,179.57,
14341,29/4/2022,Pavel Enriqez,Metro,,,,,,340,18.5,5.88873412,21,6.684509001,Bueno,,Santa Cruz,Finca Mario Piu,-0.70333,-90.355024,178.72,
14342,29/4/2022,Pavel Enriqez,Metro,,,,,,376,18.1,5.761410139,24.5,7.798593834,Bueno,,Santa Cruz,Finca Mario Piu,-0.703217,-90.355015,181.44,
14343,29/4/2022,Pavel Enriqez,Metro,,,,,,301,13.2,4.201691372,20,6.366199048,Bueno,,Santa Cruz,Finca Mario Piu,-0.703135,-90.355043,183.03,
14345,29/4/2022,Pavel Enriqez,Metro,,,,,,292,13,4.138029381,17,5.411269191,Bueno,,Santa Cruz,Finca Mario Piu,-0.703047,-90.355009,185.66,
14346,29/4/2022,Pavel Enriqez,Metro,,,,,,283,9.5,3.023944548,19,6.047889096,Bueno,,Santa Cruz,Finca Mario Piu,-0.703015,-90.355132,179.24,
14347,29/4/2022,Pavel Enriqez,Metro,,,,,,308,11,3.501409476,17,5.411269191,Bueno,,Santa Cruz,Finca Mario Piu,-0.702963,-90.354939,179.88,
14348,29/4/2022,Pavel Enriqez,Metro,,,,,,383,13.5,4.297184357,21,6.684509001,Bueno,,Santa Cruz,Finca Mario Piu,-0.703062,-90.354863,179.72,
14349,29/4/2022,Pavel Enriqez,Metro,,,,,,368,16,5.092959239,20,6.366199048,Bueno,,Santa Cruz,Finca Mario Piu,-0.703218,-90.354902,179.06,
14350,29/4/2022,Pavel Enriqez,Metro,,,,,,415,16,5.092959239,19.5,6.207044072,Bueno,,Santa Cruz,Finca Mario Piu,-0.703548,-90.354696,176.82,
14351,29/4/2022,Pavel Enriqez,Metro,,,,,,466,15,4.774649286,19,6.047889096,Bueno,,Santa Cruz,Finca Mario Piu,-0.703491,-90.354717,180.58,
14352,29/4/2022,Pavel Enriqez,Metro,,,,,,306,13.5,4.297184357,21,6.684509001,Bueno,,Santa Cruz,Finca Mario Piu,-0.703419,-90.354586,182.83,
14353,29/4/2022,Pavel Enriqez,Metro,,,,,,486,17.5,5.570424167,23,7.321128905,Bueno,,Santa Cruz,Finca Mario Piu,-0.703548,-90.354446,181.87,
14354,29/4/2022,Pavel Enriqez,Metro,,,,,,386,16,5.092959239,17.5,5.570424167,Bueno,,Santa Cruz,Finca Mario Piu,-0.703539,-90.354445,182.02,
14356,29/4/2022,Pavel Enriqez,Metro,,,,,,370,12,3.819719429,14,4.456339334,Bueno,,Santa Cruz,Finca Mario Piu,-0.703443,-90.354449,181.46,
14357,29/4/2022,Pavel Enriqez,Metro,,,,,,425,20.5,6.525354024,21,6.684509001,Bueno,,Santa Cruz,Finca Mario Piu,-0.703349,-90.354636,177.24,
14359,29/4/2022,Pavel Enriqez,Metro,,,,,,343,13.5,4.297184357,21,6.684509001,Bueno,,Santa Cruz,Finca Mario Piu,-0.703207,-90.354764,173.73,
14360,29/4/2022,Pavel Enriqez,Metro,,,,,,383,14.5,4.61549431,17.5,5.570424167,Bueno,,Santa Cruz,Finca Mario Piu,-0.703097,-90.354678,175.36,
14362,29/4/2022,Pavel Enriqez,Metro,,,,,,268,10,3.183099524,19,6.047889096,Bueno,,Santa Cruz,Finca Mario Piu,-0.703006,-90.354733,175.36,
14364,29/4/2022,Pavel Enriqez,Metro,,,,,,223,12,3.819719429,12.5,3.978874405,Bueno,,Santa Cruz,Finca Mario Piu,-0.702903,-90.354756,172.94,
14365,29/4/2022,Pavel Enriqez,Metro,,,,,,307,9,2.864789572,18,5.729579143,Bueno,,Santa Cruz,Finca Mario Piu,-0.702928,-90.354817,170.88,
14366,29/4/2022,Pavel Enriqez,Metro,,,,,,318,16.5,5.252114215,23.5,7.480283882,Bueno,,Santa Cruz,Finca Mario Piu,-0.702788,-90.354806,175.77,
14367,29/4/2022,Pavel Enriqez,Metro,,,,,,343,17,5.411269191,20,6.366199048,Bueno,,Santa Cruz,Finca Mario Piu,-0.702986,-90.355839,170.99,
14369,29/4/2022,Pavel Enriqez,Metro,,,,,,254,10,3.183099524,14,4.456339334,Bueno,,Santa Cruz,Finca Mario Piu,-0.702979,-90.355842,171.37,
14370,29/4/2022,Pavel Enriqez,Metro,,,,,,352,11.5,3.660564453,16,5.092959239,Bueno,,Santa Cruz,Finca Mario Piu,-0.702931,-90.355951,169.93,
14371,29/4/2022,Pavel Enriqez,Metro,,,,,,148,8,2.546479619,10,3.183099524,Bueno,,Santa Cruz,Finca Mario Piu,-0.702877,-90.355839,169.42,
14372,29/4/2022,Pavel Enriqez,Metro,,,,,,315,13.5,4.297184357,17,5.411269191,Bueno,,Santa Cruz,Finca Mario Piu,-0.70302,-90.355678,168.82,
14374,29/4/2022,Pavel Enriqez,Metro,,,,,,282,11,3.501409476,20,6.366199048,Bueno,,Santa Cruz,Finca Mario Piu,-0.703066,-90.355552,166.17,
14375,29/4/2022,Pavel Enriqez,Metro,,,,,,282,14,4.456339334,15.5,4.933804262,Bueno,,Santa Cruz,Finca Mario Piu,-0.703333,-90.355436,170.82,
14376,29/4/2022,Pavel Enriqez,Metro,,,,,,323,16.5,5.252114215,21,6.684509001,Bueno,,Santa Cruz,Finca Mario Piu,-0.703336,-90.355441,171.12,
14377,29/4/2022,Pavel Enriqez,Metro,,,,,,283,13,4.138029381,22,7.002818953,Bueno,,Santa Cruz,Finca Mario Piu,-0.703335,-90.355439,171.37,
14378,29/4/2022,Pavel Enriqez,Metro,,,,,,334,14,4.456339334,19,6.047889096,Bueno,,Santa Cruz,Finca Mario Piu,-0.703353,-90.355455,171.53,
419,2/6/2022,Paul Mayorga,Metro,,,,,,725,48,10.88787329,52,16.55211753,Bueno,"2 ramas: 21,27",Floreana ,Anibal Sanmiguel,-1.297928,-90.447222,339.27,
371,2/6/2022,Paul Mayorga,Metro,,,,,,811,44,9.944318742,37,11.77746824,Bueno,"2 ramas: 24,20",Floreana ,Anibal Sanmiguel,-1.299416,-90.447229,335.67,
401,2/6/2022,Paul Mayorga,Metro,,,,,,885,57.5,13.02447664,67,21.32676681,Bueno,"2 ramas: 25.5,32",Floreana ,Anibal Sanmiguel,-1.299587,-90.447322,344.63,
488,2/6/2022,Paul Mayorga,Metro,,,,,,693,58.5,13.16760705,59,18.78028719,Bueno,"2 ramas: 29,29.5",Floreana ,Anibal Sanmiguel,-1.297948,-90.447199,353.82,
382,2/6/2022,Paul Mayorga,Metro,,,,,,898,53,12.03278735,57,18.14366729,Bueno,"2 ramas: 30,23",Floreana ,Anibal Sanmiguel,-1.299472,-90.447267,339.05,
385,2/6/2022,Paul Mayorga,Metro,,,,,,689,70.5,15.86847414,57,18.14366729,Bueno,"2 ramas: 35,35.5",Floreana ,Anibal Sanmiguel,-1.299467,-90.44736,339.95,
276,2/6/2022,Paul Mayorga,Metro,,,,,,805,101.5,23.72903596,100,31.83099524,Bueno,"2 ramas: 36.5,65",Floreana ,Anibal Sanmiguel,-1.299534,-90.447122,353.46,
366,2/6/2022,Paul Mayorga,Metro,,,,,,855,69.5,15.65311318,62,19.73521705,Bueno,"2 ramas: 36,33.5",Floreana ,Anibal Sanmiguel,-1.299418,-90.44738,331.94,
291,2/6/2022,Paul Mayorga,Metro,,,,,,745,81,18.34359973,74,23.55493648,Bueno,"2 ramas: 36,45",Floreana ,Anibal Sanmiguel,-1.299596,-90.447426,354.96,
484,2/6/2022,Paul Mayorga,Metro,,,,,,892,80,18.02882018,67,21.32676681,Bueno,"2 ramas: 38,42",Floreana ,Anibal Sanmiguel,-1.297922,-90.447175,354.23,
376,2/6/2022,Paul Mayorga,Metro,,,,,,768,78,17.64826673,59,18.78028719,Bueno,"2 ramas: 43,35",Floreana ,Anibal Sanmiguel,-1.2995,-90.447133,337.73,
388,2/6/2022,Paul Mayorga,Metro,,,,,,788,94,21.27681951,71,22.60000662,Bueno,"2 ramas: 52, 42",Floreana ,Anibal Sanmiguel,-1.299462,-90.447438,340.95,
423,2/6/2022,Paul Mayorga,Metro,,,,,,800,89,20.31455589,82,26.1014161,Bueno,"2 ramas: 52,37",Floreana ,Anibal Sanmiguel,-1.297892,-90.447058,352.4,
311,2/6/2022,Paul Mayorga,Metro,,,,,,745,74,13.83824545,49,15.59718767,Bueno,"3 ramas: 20,31,23",Floreana ,Anibal Sanmiguel,-1.299529,-90.447242,354.63,
375,2/6/2022,Paul Mayorga,Metro,,,,,,742,99,18.26055901,74,23.55493648,Bueno,"3 ramas: 29,35,35",Floreana ,Anibal Sanmiguel,-1.299426,-90.44715,337.41,
317,2/6/2022,Paul Mayorga,Metro,,,,,,720,81,15.02813755,79,25.14648624,Bueno,"3 ramas: 31,28,22",Floreana ,Anibal Sanmiguel,-1.299536,-90.447368,353.79,
367,2/6/2022,Paul Mayorga,Metro,,,,,,795,85,16.66497418,72,22.91831657,Bueno,"3 ramas: 31,36,22",Floreana ,Anibal Sanmiguel,-1.299422,-90.447368,333.84,
296,2/6/2022,Paul Mayorga,Metro,,,,,,810,99.5,18.69985923,88.5,28.17043079,Bueno,"3 ramas: 33.5,27,40",Floreana ,Anibal Sanmiguel,-1.299559,-90.447357,354.48,
528,2/6/2022,Paul Mayorga,Metro,,,,,,795,93,17.16809026,130,41.38029381,Bueno,"3 ramas: 35,30,28",Floreana ,Anibal Sanmiguel,-1.298027,-90.447094,355.56,
473,2/6/2022,Paul Mayorga,Metro,,,,,,688,87,16.3705385,65,20.69014691,Bueno,"3 ramas: 38,25,24",Floreana ,Anibal Sanmiguel,-1.297951,-90.446911,358.18,
530,2/6/2022,Paul Mayorga,Metro,,,,,,792,125,23.07033111,113,35.96902462,Bueno,"3 ramas: 47,40,38",Floreana ,Anibal Sanmiguel,-1.298028,-90.447074,357.37,
383,2/6/2022,Paul Mayorga,Metro,,,,,,400,119,22.32938747,111,35.33240472,Bueno,"3 ramas: 50:39,30",Floreana ,Anibal Sanmiguel,-1.299463,-90.447298,339.18,
353,2/6/2022,Paul Mayorga,Metro,,,,,,890,36,11.45915829,37,11.77746824,Regular,caído,Floreana ,Anibal Sanmiguel,-1.299451,-90.447305,353.65,
364,2/6/2022,Paul Mayorga,Metro,,,,,,796,32.26,10.26867906,75,23.87324643,Regular,caído,Floreana ,Anibal Sanmiguel,-1.299419,-90.44746,332.27,
294,2/6/2022,Paul Mayorga,Metro,,,,,,862,81,14.96733567,80,25.46479619,Regular,"caído 
3 ramas: 31,25,25",Floreana ,Anibal Sanmiguel,-1.299562,-90.447384,355.02,
287,2/6/2022,Paul Mayorga,Metro,,,,,,,,0,,0,Muerto,Muerto,Floreana ,Anibal Sanmiguel,-1.299591,-90.44734,354.3,
482,2/6/2022,Paul Mayorga,Metro,,,,,,,,0,,0,Muerto,Muerto,Floreana ,Anibal Sanmiguel,-1.297931,-90.447119,355.35,
487,2/6/2022,Paul Mayorga,Metro,,,,,,,,0,,0,Muerto,Muerto,Floreana ,Anibal Sanmiguel,-1.297935,-90.447228,353.67,
488,2/6/2022,Paul Mayorga,Metro,,,,,,,,0,,0,Muerto,Muerto,Floreana ,Anibal Sanmiguel,-1.297948,-90.447199,353.82,
232,2/6/2022,Paul Mayorga,Metro,,,,,,620,33,10.50422843,45,14.32394786,Bueno,,Floreana ,Anibal Sanmiguel,-1.299708,-90.44748,355.88,
275,2/6/2022,Paul Mayorga,Metro,,,,,,528,63,20.053527,79.5,25.30564122,Bueno,,Floreana ,Anibal Sanmiguel,-1.299615,-90.447091,355.29,
310,2/6/2022,Paul Mayorga,Metro,,,,,,700,30,9.549298572,44,14.00563791,Bueno,,Floreana ,Anibal Sanmiguel,-1.299539,-90.447195,355.18,
312,2/6/2022,Paul Mayorga,Metro,,,,,,580,19,6.047889096,27.5,8.753523691,Bueno,,Floreana ,Anibal Sanmiguel,-1.299534,-90.447261,354.01,
315,2/6/2022,Paul Mayorga,Metro,,,,,,685,52,16.55211753,70,22.28169667,Bueno,,Floreana ,Anibal Sanmiguel,-1.299529,-90.447317,353.96,
316,2/6/2022,Paul Mayorga,Metro,,,,,,715,64,20.37183695,74,23.55493648,Bueno,,Floreana ,Anibal Sanmiguel,-1.299533,-90.447344,354.04,
318,2/6/2022,Paul Mayorga,Metro,,,,,,650,24,7.639438858,35,11.14084833,Bueno,,Floreana ,Anibal Sanmiguel,-1.299542,-90.4474,353.68,
377,2/6/2022,Paul Mayorga,Metro,,,,,,760,46,14.64225781,62,19.73521705,Bueno,,Floreana ,Anibal Sanmiguel,-1.299486,-90.447149,338.06,
404,2/6/2022,Paul Mayorga,Metro,,,,,,861,33,10.50422843,57,18.14366729,Bueno,,Floreana ,Anibal Sanmiguel,-1.299585,-90.447403,344.96,
415,2/6/2022,Paul Mayorga,Metro,,,,,,725,35.5,11.30000331,47,14.96056776,Bueno,,Floreana ,Anibal Sanmiguel,-1.297949,-90.447112,339.2,
416,2/6/2022,Paul Mayorga,Metro,,,,,,762,66,21.00845686,70,22.28169667,Bueno,,Floreana ,Anibal Sanmiguel,-1.297942,-90.44714,338.97,
418,2/6/2022,Paul Mayorga,Metro,,,,,,715,39,12.41408814,47,14.96056776,Bueno,,Floreana ,Anibal Sanmiguel,-1.297927,-90.447193,339.57,
420,2/6/2022,Paul Mayorga,Metro,,,,,,680,31,9.867608525,46,14.64225781,Bueno,,Floreana ,Anibal Sanmiguel,-1.297918,-90.447244,339.27,
426,2/6/2022,Paul Mayorga,Metro,,,,,,845,34,10.82253838,43,13.68732795,Bueno,,Floreana ,Anibal Sanmiguel,-1.297805,-90.447204,342.69,
479,2/6/2022,Paul Mayorga,Metro,,,,,,888,44,14.00563791,59,18.78028719,Bueno,,Floreana ,Anibal Sanmiguel,-1.297945,-90.447039,356.85,
485,2/6/2022,Paul Mayorga,Metro,,,,,,768,26.5,8.435213739,38,12.09577819,Bueno,,Floreana ,Anibal Sanmiguel,-1.29792,-90.447201,354.07,
487,2/6/2022,Paul Mayorga,Metro,,,,,,869,40,12.7323981,53.5,17.02958245,Bueno,,Floreana ,Anibal Sanmiguel,-1.297935,-90.447228,353.67,
489,2/6/2022,Paul Mayorga,Metro,,,,,,800,63,20.053527,92,29.28451562,Bueno,,Floreana ,Anibal Sanmiguel,-1.297948,-90.447199,353.82,
522,2/6/2022,Paul Mayorga,Metro,,,,,,650,46,14.64225781,55,17.50704738,Bueno,,Floreana ,Anibal Sanmiguel,-1.298,-90.447211,355.39,
523,2/6/2022,Paul Mayorga,Metro,,,,,,840,60,19.09859714,83,26.41972605,Bueno,,Floreana ,Anibal Sanmiguel,-1.298008,-90.447196,355.15,
525,2/6/2022,Paul Mayorga,Metro,,,,,,825,47,14.96056776,55,17.50704738,Bueno,,Floreana ,Anibal Sanmiguel,-1.298019,-90.447143,355.76,
11173,21/6/2022,David Cárdenas,Metro,,,,,,310,19,4.282421539,27,8.594368715,Bueno,"2 ramas: 10,9",Santa Cruz,Rancho El Manzanillo,-0.697318,-90.401318,165.74,
11146,21/6/2022,David Cárdenas,Metro,,,,,,399,27.5,7.131846478,38,12.09577819,Bueno,"3 ramas: 21,6.5",Santa Cruz,Rancho El Manzanillo,-0.696541,-90.400988,170.14,
9535,21/6/2022,David Cárdenas,Metro,,,,,,452,62,11.50328066,22,7.002818953,Bueno,"3 ramas: 24,17,21",Santa Cruz,Recinto el Cascajo,-0.665039,-90.275359,309.29,
9839,21/6/2022,David Cárdenas,Metro,,,,,,530,72,13.2624875,46.5,14.80141279,Bueno,"3 ramas: 24,22,26",Santa Cruz,Rancho El Chato,-0.668279,-90.43073,242.14,
9851,21/6/2022,David Cárdenas,Metro,,,,,,396,65,12.02436398,44,14.00563791,Bueno,"3 ramas: 25,21,19",Santa Cruz,Rancho El Chato,-0.668329,-90.430587,244.76,
9836,21/6/2022,David Cárdenas,Metro,,,,,,515,73.5,13.53191447,50,15.91549762,Bueno,"3 ramas: 26,25,22.5",Santa Cruz,Rancho El Chato,-0.668346,-90.430706,242.41,
9595,21/6/2022,David Cárdenas,Metro,,,,,,690,90,16.54599161,54,17.18873743,Bueno,"3 ramas: 30,31,29",Santa Cruz,Recinto el Cascajo,-0.665312,-90.275129,306.14,
9537,21/6/2022,David Cárdenas,Metro,,,,,,570,91,17.15628277,59,18.78028719,Bueno,"3 ramas: 40,27,24",Santa Cruz,Recinto el Cascajo,-0.665086,-90.275397,310.25,
11157,21/6/2022,David Cárdenas,Metro,,,,,,267,15,4.774649286,27.1,8.62619971,Bueno,Podado,Santa Cruz,Rancho El Manzanillo,-0.696389,-90.400856,173.46,
11158,21/6/2022,David Cárdenas,Metro,,,,,,94,9.5,3.023944548,17,5.411269191,Bueno,Podado,Santa Cruz,Rancho El Manzanillo,-0.696422,-90.400908,173.32,
9584,21/6/2022,David Cárdenas,Metro,,,,,,580,46,14.64225781,55,17.50704738,Bueno,,Santa Cruz,Recinto el Cascajo,-0.665254,-90.275226,307.43,
9840,21/6/2022,David Cárdenas,Metro,,,,,,510,33,10.50422843,42,13.369018,Bueno,,Santa Cruz,Rancho El Chato,-0.668257,-90.4307,240.44,
9844,21/6/2022,David Cárdenas,Metro,,,,,,493,36,11.45915829,47,14.96056776,Bueno,,Santa Cruz,Rancho El Chato,-0.668311,-90.430666,242.1,
9847,21/6/2022,David Cárdenas,Metro,,,,,,490,32,10.18591848,42,13.369018,Bueno,,Santa Cruz,Rancho El Chato,-0.66836,-90.430666,241.04,
9871,21/6/2022,David Cárdenas,Metro,,,,,,477,31,9.867608525,40,12.7323981,Bueno,,Santa Cruz,Rancho El Chato,-0.668356,-90.430669,243.32,
9875,21/6/2022,David Cárdenas,Metro,,,,,,504,27,8.594368715,33,10.50422843,Bueno,,Santa Cruz,Rancho El Chato,-0.668337,-90.430748,242.21,
11143,21/6/2022,David Cárdenas,Metro,,,,,,274,10,3.183099524,18,5.729579143,Bueno,,Santa Cruz,Rancho El Manzanillo,-0.696386,-90.401011,167.47,
11159,21/6/2022,David Cárdenas,Metro,,,,,,510,25,7.95774881,33,10.50422843,Bueno,,Santa Cruz,Rancho El Manzanillo,-0.696547,-90.400861,170.57,
11176,21/6/2022,David Cárdenas,Metro,,,,,,225,11,3.501409476,20,6.366199048,Bueno,,Santa Cruz,Rancho El Manzanillo,-0.697384,-90.401375,167.02,
12987,21/6/2022,David Cárdenas,Metro,,,,,,234,8,2.546479619,15,4.774649286,Bueno,,Santa Cruz,Rancho Terramar,-0.638661,-90.428983,411.97,
12991,21/6/2022,David Cárdenas,Metro,,,,,,148,8,2.546479619,10,3.183099524,Bueno,,Santa Cruz,Rancho Terramar,-0.638592,-90.428954,413.31,
12993,21/6/2022,David Cárdenas,Metro,,,,,,275,11,3.501409476,13.5,4.297184357,Bueno,,Santa Cruz,Rancho Terramar,-0.638582,-90.428936,412.32,
