Código,Código control,Fecha siembra,Tratamiento,RetiroTratamiento,Agua inicial,Zona,Familia,Genero,Especie,Nombre común,Isla,Sitio específico,Latitud,Longitud,Sustrato,Altitud,Proyecto,Subproyecto
9783,0,10/9/2018,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703396,-90.353821,Humífero-rocoso,174.82,Restauración ecológica,Restauración rural
9785,0,10/9/2018,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703501,-90.353744,Humífero-rocoso,174.39,Restauración ecológica,Restauración rural
9786,0,10/9/2018,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703457,-90.353805,Humífero-rocoso,175.11,Restauración ecológica,Restauración rural
9787,0,10/9/2018,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703496,-90.35384,Humífero-rocoso,174.96,Restauración ecológica,Restauración rural
9790,9792,10/9/2018,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703445,-90.353953,Humífero-rocoso,172.38,Restauración ecológica,Restauración rural
9792,0,10/9/2018,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703391,-90.353999,Humífero-rocoso,173.92,Restauración ecológica,Restauración rural
9795,9792,10/9/2018,Waterboxx®_Hidrogel,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703415,-90.354082,Humífero-rocoso,173.08,Restauración ecológica,Restauración rural
9796,9768,10/9/2018,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.70335,-90.354057,Humífero-rocoso,174.4,Restauración ecológica,Restauración rural
9797,0,10/9/2018,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703387,-90.35414,Humífero-rocoso,172.74,Restauración ecológica,Restauración rural
9798,9792,10/9/2018,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703341,-90.354152,Humífero-rocoso,172.47,Restauración ecológica,Restauración rural
9799,9786,10/9/2018,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703258,-90.354128,Humífero-rocoso,172.94,Restauración ecológica,Restauración rural
9801,0,10/9/2018,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703274,-90.354274,Humífero-rocoso,174.92,Restauración ecológica,Restauración rural
9803,9783,10/9/2018,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703427,-90.354245,Humífero-rocoso,173.93,Restauración ecológica,Restauración rural
9805,9801,10/9/2018,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703254,-90.354354,Humífero-rocoso,173.22,Restauración ecológica,Restauración rural
9806,0,10/9/2018,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703244,-90.354342,Humífero-rocoso,172.7,Restauración ecológica,Restauración rural
9807,9736,10/9/2018,Waterboxx®_Hidrogel,15/3/2019,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703218,-90.354331,Humífero-rocoso,173.29,Restauración ecológica,Restauración rural
9808,9789,10/9/2018,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703189,-90.354306,Humífero-rocoso,173.36,Restauración ecológica,Restauración rural
9809,9785,10/9/2018,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703187,-90.354257,Humífero-rocoso,172.16,Restauración ecológica,Restauración rural
9811,0,10/9/2018,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.70312,-90.354186,Humífero-rocoso,173.56,Restauración ecológica,Restauración rural
9812,0,10/9/2018,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703227,-90.354422,Humífero-rocoso,175.27,Restauración ecológica,Restauración rural
9813,9812,10/9/2018,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703147,-90.354409,Humífero-rocoso,175.72,Restauración ecológica,Restauración rural
9817,9812,10/9/2018,Waterboxx®_Hidrogel,13/12/2018,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702974,-90.354414,Humífero-rocoso,174.47,Restauración ecológica,Restauración rural
9819,0,10/9/2018,Control,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702695,-90.354134,Humífero-rocoso,206.73,Restauración ecológica,Restauración rural
9836,9858,20/9/2018,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,El Chato,-0.668346,-90.430706,Rocoso-arcilloso,242.41,Restauración ecológica,Restauración rural
9839,9858,20/9/2018,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,El Chato,-0.668279,-90.43073,Rocoso-arcilloso,242.14,Restauración ecológica,Restauración rural
9840,9858,20/9/2018,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,El Chato,-0.668257,-90.4307,Rocoso-arcilloso,240.44,Restauración ecológica,Restauración rural
9844,9858,20/9/2018,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,El Chato,-0.668311,-90.430666,Rocoso-arcilloso,242.1,Restauración ecológica,Restauración rural
9847,9858,20/9/2018,Waterboxx®_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,El Chato,-0.66836,-90.430666,Rocoso-arcilloso,241.04,Restauración ecológica,Restauración rural
9851,9858,20/9/2018,Waterboxx®_Hidrogel,15/3/2019,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,El Chato,-0.668329,-90.430587,Rocoso-arcilloso,244.76,Restauración ecológica,Restauración rural
9855,9858,20/9/2018,Waterboxx®_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,El Chato,-0.66837,-90.430587,Rocoso-arcilloso,244.23,Restauración ecológica,Restauración rural
9858,0,20/9/2018,Control,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,El Chato,-0.668422,-90.430594,Rocoso-arcilloso,243.01,Restauración ecológica,Restauración rural
9859,9858,20/9/2018,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,El Chato,-0.668407,-90.430614,Rocoso-arcilloso,243.22,Restauración ecológica,Restauración rural
9871,9836,20/9/2018,Waterboxx®_Hidrogel,15/3/2019,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,El Chato,-0.668356,-90.430669,Rocoso-arcilloso,243.32,Restauración ecológica,Restauración rural
9875,9858,20/9/2018,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,El Chato,-0.668337,-90.430748,Rocoso-arcilloso,242.21,Restauración ecológica,Restauración rural
9896,9915,21/9/2018,Waterboxx®_Hidrogel,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca de Mick,-0.699044,-90.320794,Rocoso-arcilloso,192.26,Restauración ecológica,Restauración rural
9900,9915,21/9/2018,Waterboxx®_Hidrogel,18/3/2019,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca de Mick,-0.699192,-90.320734,Rocoso-arcilloso,190.97,Restauración ecológica,Restauración rural
9907,9915,21/9/2018,Cocoon_Hidrogel,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca de Mick,-0.699254,-90.320861,Rocoso-arcilloso,190.31,Restauración ecológica,Restauración rural
9909,9915,21/9/2018,Cocoon_Hidrogel,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca de Mick,-0.699321,-90.320811,Rocoso-arcilloso,189.09,Restauración ecológica,Restauración rural
9915,0,21/9/2018,Control,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca de Mick,-0.699368,-90.32083,Rocoso-arcilloso,190.01,Restauración ecológica,Restauración rural
9919,0,21/9/2018,Control,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca de Mick,-0.699368,-90.320736,Rocoso-arcilloso,189.19,Restauración ecológica,Restauración rural
9920,0,21/9/2018,Control,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca de Mick,-0.699229,-90.320822,Rocoso-arcilloso,191.94,Restauración ecológica,Restauración rural
9931,9955,2/10/2018,Waterboxx®_Hidrogel,26/6/2019,20,Árida,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Unidad Educativa Fiscomisional San Cristóbal,-0.904067,-89.607935,Rocoso-arenoso,15.08,Restauración ecológica,Jardines ecológicos
9932,9955,2/10/2018,Cocoon_Hidrogel,,20,Árida,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Unidad Educativa Fiscomisional San Cristóbal,-0.904184,-89.607994,Rocoso-arenoso,37.6,Restauración ecológica,Jardines ecológicos
9955,0,2/10/2018,Control,,0,Árida,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Unidad Educativa Fiscomisional San Cristóbal,-0.904141,-89.607923,Rocoso-arenoso,30.12,Restauración ecológica,Jardines ecológicos
11143,11155,22/8/2019,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho el Manzanillo,-0.696386,-90.401011,Rocoso-arcilloso,167.47,Restauración ecológica,Restauración rural
11146,11179,22/8/2019,Waterboxx®_Hidrogel,10/2/2020,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho el Manzanillo,-0.696541,-90.400988,Rocoso-arcilloso,170.14,Restauración ecológica,Restauración rural
11157,0,22/8/2019,Control,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho el Manzanillo,-0.696389,-90.400856,Rocoso-arcilloso,173.46,Restauración ecológica,Restauración rural
11158,0,22/8/2019,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho el Manzanillo,-0.696422,-90.400908,Rocoso-arcilloso,173.32,Restauración ecológica,Restauración rural
11159,11179,22/8/2019,Waterboxx®_Hidrogel,10/2/2020,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho el Manzanillo,-0.696547,-90.400861,Rocoso-arcilloso,170.57,Restauración ecológica,Restauración rural
11161,11158,22/8/2019,Waterboxx®_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho el Manzanillo,-0.696632,-90.400844,Rocoso-arcilloso,173.21,Restauración ecológica,Restauración rural
11173,11151,22/8/2019,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho el Manzanillo,-0.697318,-90.401318,Rocoso-arcilloso,165.74,Restauración ecológica,Restauración rural
11175,11158,22/8/2019,Waterboxx®_Hidrogel,6/11/2020,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho el Manzanillo,-0.697343,-90.401359,Rocoso-arcilloso,167.25,Restauración ecológica,Restauración rural
11176,11179,29/8/2019,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho el Manzanillo,-0.697384,-90.401375,Rocoso-arcilloso,167.02,Restauración ecológica,Restauración rural
11179,0,22/8/2019,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho el Manzanillo,-0.697502,-90.401372,Rocoso-arcilloso,166.46,Restauración ecológica,Restauración rural
11917,11953,21/1/2020,Cocoon_Hidrogel,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca el Trinar (Vicente Yepez),-0.916894,-89.458016,Rocoso-arcilloso,189.28,Restauración ecológica,Restauración rural
11923,11953,21/1/2020,Waterboxx®,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca el Trinar (Vicente Yepez),-0.916826,-89.457969,Rocoso-arcilloso,188.55,Restauración ecológica,Restauración rural
11932,11953,21/1/2020,Cocoon_Hidrogel,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca el Trinar (Vicente Yepez),-0.916727,-89.45786,Rocoso-arcilloso,186.52,Restauración ecológica,Restauración rural
11953,0,21/1/2020,Control,,0,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca el Trinar (Vicente Yepez),-0.916578,-89.457718,Rocoso-arcilloso,180.01,Restauración ecológica,Restauración rural
11954,11953,21/1/2020,Cocoon_Hidrogel,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca el Trinar (Vicente Yepez),-0.91654,-89.457713,Rocoso-arcilloso,178.38,Restauración ecológica,Restauración rural
11961,11953,21/1/2020,Waterboxx®,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca el Trinar (Vicente Yepez),-0.91652,-89.457631,Rocoso-arcilloso,177.2,Restauración ecológica,Restauración rural
11962,11953,21/1/2020,Cocoon_Hidrogel,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca el Trinar (Vicente Yepez),-0.916481,-89.457668,Rocoso-arcilloso,176.01,Restauración ecológica,Restauración rural
11967,11959,21/1/2020,Waterboxx®,25/6/2021,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca el Trinar (Vicente Yepez),-0.916492,-89.457728,Rocoso-arcilloso,177.67,Restauración ecológica,Restauración rural
11981,11953,21/1/2020,Cocoon_Hidrogel,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca el Trinar (Vicente Yepez),-0.916635,-89.457867,Rocoso-arcilloso,182.22,Restauración ecológica,Restauración rural
11989,11953,22/1/2020,Waterboxx®,27/1/2021,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca las Colinas (El Junco),-0.889081,-89.478485,Rocoso-arcilloso,591.99,Restauración ecológica,Restauración rural
12000,11953,22/1/2020,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca las Colinas (El Junco),-0.889121,-89.478348,Rocoso-arcilloso,582.25,Restauración ecológica,Restauración rural
12001,11953,22/1/2020,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca las Colinas (El Junco),-0.88908,-89.478318,Rocoso-arcilloso,583.8,Restauración ecológica,Restauración rural
12009,11953,22/1/2020,Waterboxx®,12/8/2021,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca las Colinas (El Junco),-0.889096,-89.478214,Rocoso-arcilloso,582.09,Restauración ecológica,Restauración rural
12018,11953,22/1/2020,Waterboxx®,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca las Colinas (El Junco),-0.889194,-89.478118,Rocoso-arcilloso,585.46,Restauración ecológica,Restauración rural
12019,11953,22/1/2020,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca las Colinas (El Junco),-0.889192,-89.478153,Rocoso-arcilloso,585.58,Restauración ecológica,Restauración rural
12026,11953,22/1/2020,Cocoon_Hidrogel,21/8/2022,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca las Colinas (El Junco),-0.889217,-89.478249,Rocoso-arcilloso,585.53,Restauración ecológica,Restauración rural
12028,11953,22/1/2020,Waterboxx®,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca las Colinas (El Junco),-0.889186,-89.47828,Rocoso-arcilloso,585.46,Restauración ecológica,Restauración rural
12037,11953,22/1/2020,Hidrogel,21/8/2022,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca las Colinas (El Junco),-0.889253,-89.478262,Rocoso-arcilloso,586.94,Restauración ecológica,Restauración rural
12050,11953,22/1/2020,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca las Colinas (El Junco),-0.889442,-89.478431,Rocoso-arcilloso,592.34,Restauración ecológica,Restauración rural
12056,11953,22/1/2020,Cocoon_Hidrogel,21/8/2022,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca las Colinas (El Junco),-0.889459,-89.478248,Rocoso-arcilloso,591.54,Restauración ecológica,Restauración rural
12987,13013,11/3/2021,Waterboxx®,31/3/2022,15,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638661,-90.428983,Rocoso-arenoso,411.97,Restauración ecológica,Restauración rural
12991,13027,11/3/2021,Hidrogel,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638592,-90.428954,Rocoso-arenoso,413.31,Restauración ecológica,Restauración rural
12993,13049,11/3/2021,Waterboxx®,,15,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638582,-90.428936,Rocoso-arenoso,412.32,Restauración ecológica,Restauración rural
12995,13061,11/3/2021,Cocoon,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.63856,-90.428918,Rocoso-arenoso,412.62,Restauración ecológica,Restauración rural
12998,13082,11/3/2021,Hidrogel,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.63854,-90.428892,Rocoso-arenoso,411.24,Restauración ecológica,Restauración rural
13000,13083,11/3/2021,Waterboxx®,,15,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638528,-90.428875,Rocoso-arenoso,411.42,Restauración ecológica,Restauración rural
13005,13089,11/3/2021,Hidrogel,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638551,-90.42883,Rocoso-arenoso,411.4,Restauración ecológica,Restauración rural
13013,0,11/3/2021,Control,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638588,-90.42879,Rocoso-arenoso,412.17,Restauración ecológica,Restauración rural
13014,13092,11/3/2021,Hidrogel,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638565,-90.428801,Rocoso-arenoso,411.29,Restauración ecológica,Restauración rural
13026,13082,11/3/2021,Hidrogel,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638587,-90.42883,Rocoso-arenoso,411.23,Restauración ecológica,Restauración rural
13027,0,11/3/2021,Control,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638573,-90.428837,Rocoso-arenoso,412.65,Restauración ecológica,Restauración rural
13029,13083,11/3/2021,Cocoon,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638565,-90.428862,Rocoso-arenoso,412.86,Restauración ecológica,Restauración rural
13033,13049,11/3/2021,Cocoon,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638591,-90.428888,Rocoso-arenoso,411.36,Restauración ecológica,Restauración rural
13037,13027,11/3/2021,Waterboxx®,7/12/2021,15,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638608,-90.428897,Rocoso-arenoso,408.9,Restauración ecológica,Restauración rural
13039,13061,11/3/2021,Waterboxx®,7/12/2021,15,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638607,-90.42886,Rocoso-arenoso,412.42,Restauración ecológica,Restauración rural
13041,13082,11/3/2021,Waterboxx®,7/12/2021,15,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638607,-90.428865,Rocoso-arenoso,415.78,Restauración ecológica,Restauración rural
13044,13083,11/3/2021,Cocoon,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638634,-90.428847,Rocoso-arenoso,414.29,Restauración ecológica,Restauración rural
13049,0,11/3/2021,Control,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638616,-90.428875,Rocoso-arenoso,415.83,Restauración ecológica,Restauración rural
13050,13092,11/3/2021,Hidrogel,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638599,-90.428896,Rocoso-arenoso,415.77,Restauración ecológica,Restauración rural
13054,13061,11/3/2021,Waterboxx®,,15,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638645,-90.42889,Rocoso-arenoso,415.29,Restauración ecológica,Restauración rural
13061,0,11/3/2021,Control,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638675,-90.428896,Rocoso-arenoso,416.96,Restauración ecológica,Restauración rural
13072,13083,11/3/2021,Hidrogel,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638749,-90.428808,Rocoso-arenoso,415.8,Restauración ecológica,Restauración rural
13074,13092,11/3/2021,Cocoon,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638724,-90.428781,Rocoso-arenoso,418.56,Restauración ecológica,Restauración rural
13082,0,11/3/2021,Control,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638618,-90.428799,Rocoso-arenoso,416.76,Restauración ecológica,Restauración rural
13083,0,11/3/2021,Control,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638663,-90.428823,Rocoso-arenoso,422.21,Restauración ecológica,Restauración rural
13087,13089,11/3/2021,Cocoon,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638674,-90.428788,Rocoso-arenoso,417.99,Restauración ecológica,Restauración rural
13089,0,11/3/2021,Control,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638681,-90.42877,Rocoso-arenoso,418.47,Restauración ecológica,Restauración rural
13092,0,11/3/2021,Control,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638691,-90.428761,Rocoso-arenoso,419.34,Restauración ecológica,Restauración rural
13094,13092,11/3/2021,Cocoon,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.63869,-90.428727,Rocoso-arenoso,420.11,Restauración ecológica,Restauración rural
13098,0,11/3/2021,Control,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Rancho Terramar,-0.638653,-90.428845,Rocoso-arenoso,419.28,Restauración ecológica,Restauración rural
13215,13240,18/3/2021,Waterboxx®,,15,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.697139,-90.346824,Rocoso-arcilloso,216.28,Restauración ecológica,Restauración rural
13228,13276,18/3/2021,Waterboxx®,,15,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.697152,-90.348126,Rocoso-arcilloso,217.88,Restauración ecológica,Restauración rural
13230,13251,18/3/2021,Cocoon,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.697129,-90.348122,Rocoso-arcilloso,213.87,Restauración ecológica,Restauración rural
13231,13260,18/3/2021,Waterboxx®,,15,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.697132,-90.348159,Rocoso-arcilloso,208.71,Restauración ecológica,Restauración rural
13233,13279,18/3/2021,Cocoon,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.697112,-90.348133,Rocoso-arcilloso,207.15,Restauración ecológica,Restauración rural
13235,13276,18/3/2021,Cocoon,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.69716,-90.348217,Rocoso-arcilloso,208.03,Restauración ecológica,Restauración rural
13237,13251,18/3/2021,Cocoon,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.697166,-90.348212,Rocoso-arcilloso,203.47,Restauración ecológica,Restauración rural
13240,0,18/3/2021,Control,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.697154,-90.348216,Rocoso-arcilloso,208.45,Restauración ecológica,Restauración rural
13242,13283,18/3/2021,Cocoon,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.697174,-90.348271,Rocoso-arcilloso,202.13,Restauración ecológica,Restauración rural
