Código,Código control,Fecha siembra,Tratamiento,RetiroTratamiento,Agua inicial,Zona,Familia,Genero,Especie,Nombre común,Isla,Sitio específico,Latitud,Longitud,Sustrato,Altitud,Proyecto,Subproyecto
446,241,13/11/2013,Waterboxx®,26/12/2013,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.297844,-90.447051,Humífero,356.06,Restauración ecológica,Restauración rural
470,243,12/6/2013,Waterboxx®,30/10/2013,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.297971,-90.446811,Humífero,359,Restauración ecológica,Restauración rural
471,248,12/6/2013,Waterboxx®,2/10/2013,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.297967,-90.44685,Humífero,358.61,Restauración ecológica,Restauración rural
472,786,12/6/2013,Waterboxx®,12/12/2013,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.29795,-90.446894,Humífero,358.03,Restauración ecológica,Restauración rural
473,787,12/6/2013,Waterboxx®,8/1/2014,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.297951,-90.446911,Humífero,358.18,Restauración ecológica,Restauración rural
474,788,12/6/2013,Waterboxx®,8/1/2014,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.297959,-90.446941,Humífero,357.24,Restauración ecológica,Restauración rural
475,789,12/6/2013,Waterboxx®,30/10/2013,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.297952,-90.446968,Humífero,356.95,Restauración ecológica,Restauración rural
476,240,12/6/2013,Waterboxx®,13/11/2013,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.297954,-90.446977,Humífero,356.71,Restauración ecológica,Restauración rural
477,242,12/6/2013,Waterboxx®,30/10/2013,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.297947,-90.447015,Humífero,356.81,Restauración ecológica,Restauración rural
478,244,29/5/2013,Waterboxx®,7/8/2013,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.297945,-90.447039,Humífero,356.85,Restauración ecológica,Restauración rural
479,251,13/11/2013,Waterboxx®,8/1/2014,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.297945,-90.447039,Humífero,356.85,Restauración ecológica,Restauración rural
480,259,12/6/2013,Waterboxx®,30/10/2013,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.297937,-90.447063,Humífero,355.94,Restauración ecológica,Restauración rural
482,264,12/6/2013,Waterboxx®,30/10/2013,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.297931,-90.447119,Humífero,355.35,Restauración ecológica,Restauración rural
483,274,12/6/2013,Waterboxx®,30/10/2013,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.297929,-90.447145,Humífero,355.39,Restauración ecológica,Restauración rural
484,275,12/6/2013,Waterboxx®,30/10/2013,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.297922,-90.447175,Humífero,354.23,Restauración ecológica,Restauración rural
485,276,12/6/2013,Waterboxx®,30/10/2013,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.29792,-90.447201,Humífero,354.07,Restauración ecológica,Restauración rural
486,277,12/6/2013,Waterboxx®,30/10/2013,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.297917,-90.447229,Humífero,354.11,Restauración ecológica,Restauración rural
487,336,12/6/2013,Waterboxx®,30/10/2013,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.297935,-90.447228,Humífero,353.67,Restauración ecológica,Restauración rural
488,243,29/5/2013,Waterboxx®,16/10/2013,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.297948,-90.447199,Humífero,353.82,Restauración ecológica,Restauración rural
489,332,13/11/2013,Waterboxx®,8/1/2014,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.297948,-90.447199,Humífero,353.82,Restauración ecológica,Restauración rural
490,318,12/6/2013,Waterboxx®,16/10/2013,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.297965,-90.447172,Humífero,354,Restauración ecológica,Restauración rural
491,316,30/10/2013,Waterboxx®,8/1/2014,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.297965,-90.447172,Humífero,354,Restauración ecológica,Restauración rural
522,315,12/6/2013,Waterboxx®,30/10/2013,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.298,-90.447211,Humífero,355.39,Restauración ecológica,Restauración rural
523,347,12/6/2013,Waterboxx®,30/10/2013,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.298008,-90.447196,Humífero,355.15,Restauración ecológica,Restauración rural
524,346,12/6/2013,Waterboxx®,30/10/2013,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.29802,-90.447174,Humífero,355.29,Restauración ecológica,Restauración rural
525,345,12/6/2013,Waterboxx®,30/10/2013,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.298019,-90.447143,Humífero,355.76,Restauración ecológica,Restauración rural
526,344,12/6/2013,Waterboxx®,30/10/2013,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.298021,-90.447122,Humífero,355.99,Restauración ecológica,Restauración rural
527,241,29/5/2013,Waterboxx®,16/10/2013,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.298027,-90.447094,Humífero,355.56,Restauración ecológica,Restauración rural
528,317,13/11/2013,Waterboxx®,8/1/2014,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.298027,-90.447094,Humífero,355.56,Restauración ecológica,Restauración rural
530,241,12/6/2013,Waterboxx®,8/1/2014,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.298028,-90.447074,Humífero,357.37,Restauración ecológica,Restauración rural
540,243,12/6/2013,Waterboxx®,8/1/2014,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.298062,-90.446862,Humífero,359.76,Restauración ecológica,Restauración rural
541,248,12/6/2013,Waterboxx®,8/1/2014,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.298055,-90.446881,Humífero,358.8,Restauración ecológica,Restauración rural
556,786,13/11/2013,Waterboxx®,8/1/2014,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Anibal Sanmiguel,-1.298069,-90.447246,Humífero,354.9,Restauración ecológica,Restauración rural
786,,26/6/2013,Control,,,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Cerro Pajas,-1.296889,-90.456405,Humífero-arcilloso,434.06,Restauración ecológica,Restauración natural
787,,26/6/2013,Control,,,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Cerro Pajas,-1.296932,-90.4564,Humífero-arcilloso,433.47,Restauración ecológica,Restauración natural
788,,26/6/2013,Control,,,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Cerro Pajas,-1.296999,-90.456431,Humífero-arcilloso,375.71,Restauración ecológica,Restauración natural
789,,15/5/2013,Control,,,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Cerro Pajas,-1.301727,-90.454881,Humífero-arcilloso,349.76,Restauración ecológica,Restauración natural
885,899,6/5/2013,Waterboxx®,20/5/2014,10,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Los Gemelos,-0.625697,-90.387388,Humífero,616.37,Restauración ecológica,Restauración natural
886,899,6/5/2013,Waterboxx®,14/1/2014,10,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Los Gemelos,-0.625692,-90.387329,Humífero,616.63,Restauración ecológica,Restauración natural
888,899,6/5/2013,Waterboxx®,4/11/2013,10,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Los Gemelos,-0.62572,-90.387353,Humífero,616.8,Restauración ecológica,Restauración natural
889,900,2/9/2013,Waterboxx®,20/5/2014,10,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Los Gemelos,-0.625762,-90.387373,Humífero,568.07,Restauración ecológica,Restauración natural
893,900,6/5/2013,Waterboxx®,20/5/2014,10,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Los Gemelos,-0.625859,-90.387465,Humífero,617.4,Restauración ecológica,Restauración natural
899,,17/6/2013,Control,,,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Los Gemelos,-0.625765,-90.387468,Humífero,579.38,Restauración ecológica,Restauración natural
900,,6/5/2013,Control,,,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Los Gemelos,-0.625765,-90.387475,Humífero,611.3,Restauración ecológica,Restauración natural
9535,9618,24/8/2018,Waterboxx®_Hidrogel,19/3/2019,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Pedro Castillo (Camote),-0.665039,-90.275359,Rocoso-arcilloso,309.29,Restauración ecológica,Restauración rural
9537,9619,24/8/2018,Waterboxx®_Hidrogel,19/3/2019,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Pedro Castillo (Camote),-0.665086,-90.275397,Rocoso-arcilloso,310.25,Restauración ecológica,Restauración rural
9563,9619,24/8/2018,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Pedro Castillo (Camote),-0.664982,-90.275233,Rocoso-arcilloso,301.59,Restauración ecológica,Restauración rural
9574,9618,24/8/2018,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Pedro Castillo (Camote),-0.665036,-90.27516,Rocoso-arcilloso,301.91,Restauración ecológica,Restauración rural
9584,9618,24/8/2018,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Pedro Castillo (Camote),-0.665254,-90.275226,Rocoso-arcilloso,307.43,Restauración ecológica,Restauración rural
9595,9619,24/8/2018,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Pedro Castillo (Camote),-0.665312,-90.275129,Rocoso-arcilloso,306.14,Restauración ecológica,Restauración rural
9618,0,24/8/2018,Control,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Pedro Castillo (Camote),-0.665316,-90.275051,Rocoso-arcilloso,296.51,Restauración ecológica,Restauración rural
9619,0,24/8/2018,Control,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Pedro Castillo (Camote),-0.665318,-90.275027,Rocoso-arcilloso,297.92,Restauración ecológica,Restauración rural
9639,9654,7/9/2018,Waterboxx®_Hidrogel,13/12/2018,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702461,-90.354467,Humífero-rocoso,176.88,Restauración ecológica,Restauración rural
9640,9733,7/9/2018,Waterboxx®_Hidrogel,13/12/2018,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702459,-90.354411,Humífero-rocoso,178.3,Restauración ecológica,Restauración rural
9645,9792,7/9/2018,Waterboxx®_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702542,-90.354475,Humífero-rocoso,173.86,Restauración ecológica,Restauración rural
9646,9797,7/9/2018,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702564,-90.35446,Humífero-rocoso,172.77,Restauración ecológica,Restauración rural
9649,9797,7/9/2018,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702605,-90.354477,Humífero-rocoso,174.65,Restauración ecológica,Restauración rural
9651,9733,7/9/2018,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702635,-90.354648,Humífero-rocoso,171.51,Restauración ecológica,Restauración rural
9652,9732,7/9/2018,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702637,-90.354604,Humífero-rocoso,170.26,Restauración ecológica,Restauración rural
9654,0,7/9/2018,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702683,-90.354555,Humífero-rocoso,171.15,Restauración ecológica,Restauración rural
9655,9812,7/9/2018,Waterboxx®_Hidrogel,13/12/2018,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702703,-90.354595,Humífero-rocoso,170.72,Restauración ecológica,Restauración rural
9657,9733,7/9/2018,Waterboxx®_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702782,-90.354506,Humífero-rocoso,165.71,Restauración ecológica,Restauración rural
9660,9812,7/9/2018,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702766,-90.354599,Humífero-rocoso,166.27,Restauración ecológica,Restauración rural
9664,9654,7/9/2018,Waterboxx®_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702967,-90.354537,Humífero-rocoso,169.91,Restauración ecológica,Restauración rural
9665,9812,7/9/2018,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702986,-90.354492,Humífero-rocoso,168.99,Restauración ecológica,Restauración rural
9666,0,7/9/2018,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703041,-90.3545,Humífero-rocoso,167.05,Restauración ecológica,Restauración rural
9674,9696,7/9/2018,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703193,-90.354505,Humífero-rocoso,168.22,Restauración ecológica,Restauración rural
9675,9700,7/9/2018,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703117,-90.354406,Humífero-rocoso,170.48,Restauración ecológica,Restauración rural
9677,9680,7/9/2018,Waterboxx®_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702857,-90.354405,Humífero-rocoso,172.4,Restauración ecológica,Restauración rural
9680,0,7/9/2018,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702956,-90.354371,Humífero-rocoso,172.99,Restauración ecológica,Restauración rural
9681,9696,7/9/2018,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702967,-90.354483,Humífero-rocoso,172.31,Restauración ecológica,Restauración rural
9683,9680,7/9/2018,Waterboxx®_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702674,-90.354489,Humífero-rocoso,174.58,Restauración ecológica,Restauración rural
9684,9732,7/9/2018,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702695,-90.354134,Humífero-rocoso,206.73,Restauración ecológica,Restauración rural
9685,9696,7/9/2018,Waterboxx®_Hidrogel,13/12/2018,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702683,-90.354402,Humífero-rocoso,175.72,Restauración ecológica,Restauración rural
9686,9717,7/9/2018,Waterboxx®_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702722,-90.354345,Humífero-rocoso,174.76,Restauración ecológica,Restauración rural
9688,9700,7/9/2018,Waterboxx®_Hidrogel,13/12/2018,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702795,-90.354275,Humífero-rocoso,174.08,Restauración ecológica,Restauración rural
9694,9696,7/9/2018,Waterboxx®_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702638,-90.354223,Humífero-rocoso,178.41,Restauración ecológica,Restauración rural
9695,9700,7/9/2018,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702603,-90.354215,Humífero-rocoso,180.21,Restauración ecológica,Restauración rural
9696,0,7/9/2018,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.70258,-90.354189,Humífero-rocoso,178.34,Restauración ecológica,Restauración rural
9700,0,7/9/2018,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702503,-90.354344,Humífero-rocoso,176.95,Restauración ecológica,Restauración rural
9706,9654,7/9/2018,Waterboxx®_Hidrogel,18/3/2019,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702548,-90.354211,Humífero-rocoso,178.37,Restauración ecológica,Restauración rural
9707,9797,7/9/2018,Waterboxx®_Hidrogel,18/3/2019,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702603,-90.354215,Humífero-rocoso,180.21,Restauración ecológica,Restauración rural
9710,9680,10/9/2018,Waterboxx®_Hidrogel,13/12/2018,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702672,-90.353987,Humífero-rocoso,179.22,Restauración ecológica,Restauración rural
9714,9732,10/9/2018,Waterboxx®_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702806,-90.354166,Humífero-rocoso,176.6,Restauración ecológica,Restauración rural
9717,0,10/9/2018,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702876,-90.354281,Humífero-rocoso,173.44,Restauración ecológica,Restauración rural
9719,9732,10/9/2018,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702839,-90.35429,Humífero-rocoso,175.3,Restauración ecológica,Restauración rural
9721,9722,10/9/2018,Waterboxx®_Hidrogel,18/3/2019,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703037,-90.354365,Humífero-rocoso,174.54,Restauración ecológica,Restauración rural
9722,0,10/9/2018,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703023,-90.354196,Humífero-rocoso,173.28,Restauración ecológica,Restauración rural
9728,0,10/9/2018,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.70294,-90.354166,Humífero-rocoso,171.82,Restauración ecológica,Restauración rural
9731,9732,10/9/2018,Waterboxx®_Hidrogel,13/12/2018,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703032,-90.354084,Humífero-rocoso,169.53,Restauración ecológica,Restauración rural
9732,0,10/9/2018,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703112,-90.353995,Humífero-rocoso,169.28,Restauración ecológica,Restauración rural
9733,0,10/9/2018,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.70316,-90.353966,Humífero-rocoso,170.18,Restauración ecológica,Restauración rural
9734,9795,10/9/2018,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702949,-90.353965,Humífero-rocoso,174.6,Restauración ecológica,Restauración rural
9736,0,10/9/2018,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702861,-90.35411,Humífero-rocoso,176.55,Restauración ecológica,Restauración rural
9739,9696,10/9/2018,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702802,-90.354082,Humífero-rocoso,174.04,Restauración ecológica,Restauración rural
9744,9733,10/9/2018,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702679,-90.35375,Humífero-rocoso,174.68,Restauración ecológica,Restauración rural
9745,9717,10/9/2018,Waterboxx®_Hidrogel,13/12/2018,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702645,-90.353716,Humífero-rocoso,175.4,Restauración ecológica,Restauración rural
9749,9696,10/9/2018,Waterboxx®_Hidrogel,15/3/2019,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.70275,-90.353631,Humífero-rocoso,176.07,Restauración ecológica,Restauración rural
9756,9654,10/9/2018,Waterboxx®_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703205,-90.354106,Humífero-rocoso,172,Restauración ecológica,Restauración rural
9758,9768,10/9/2018,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703308,-90.354054,Humífero-rocoso,168.4,Restauración ecológica,Restauración rural
9759,9700,10/9/2018,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703302,-90.35403,Humífero-rocoso,168.78,Restauración ecológica,Restauración rural
9760,9681,10/9/2018,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703252,-90.354034,Humífero-rocoso,171.46,Restauración ecológica,Restauración rural
9762,0,10/9/2018,Control,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.70327,-90.353882,Humífero-rocoso,172.27,Restauración ecológica,Restauración rural
9765,0,10/9/2018,Control,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703304,-90.353871,Humífero-rocoso,176.23,Restauración ecológica,Restauración rural
9767,0,10/9/2018,Control,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702807,-90.353955,Humífero-rocoso,169.02,Restauración ecológica,Restauración rural
9768,0,10/9/2018,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702849,-90.353909,Humífero-rocoso,173.18,Restauración ecológica,Restauración rural
9769,9639,10/9/2018,Waterboxx®_Hidrogel,15/3/2019,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.702877,-90.353852,Humífero-rocoso,173.59,Restauración ecológica,Restauración rural
9770,9792,10/9/2018,Waterboxx®_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703035,-90.35377,Humífero-rocoso,179,Restauración ecológica,Restauración rural
9771,9780,10/9/2018,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703067,-90.353707,Humífero-rocoso,179.28,Restauración ecológica,Restauración rural
9773,9768,10/9/2018,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.70315,-90.353752,Humífero-rocoso,177.52,Restauración ecológica,Restauración rural
9774,9795,10/9/2018,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703181,-90.353806,Humífero-rocoso,177.71,Restauración ecológica,Restauración rural
9775,9819,10/9/2018,Waterboxx®_Hidrogel,15/3/2019,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703244,-90.353844,Humífero-rocoso,177.53,Restauración ecológica,Restauración rural
9776,9792,10/9/2018,Waterboxx®_Hidrogel,13/12/2018,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu,-0.703202,-90.353881,Humífero-rocoso,180.33,Restauración ecológica,Restauración rural
